#{"t_start": 1773132411.2978911, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.087277
7.0,80,0.158176
12.0,140,0.274855
6.0,70,0.333413
7.0,84,0.403264
1.0,16,0.416784
2.0,26,0.438569
1.0,16,0.45222
4.0,48,0.49262
7.0,80,0.559501
17.0,188,0.716791
5.0,58,0.765734
6.0,72,0.826538
10.0,116,0.923956
1.0,16,0.937675
1.0,16,0.951141
10.0,116,1.048686
9.0,104,1.136011
7.0,84,1.206538
5.0,60,1.257166
2.0,26,1.279124
12.0,140,1.396879
12.0,142,1.516407
5.0,58,1.565378
9.0,102,1.651374
2.0,26,1.673527
3.0,38,1.705588
11.0,130,4.482502
5.0,60,4.535669
3.0,38,4.564148
6.0,70,4.616562
4.0,48,4.652445
11.0,126,4.746531
5.0,60,4.791169
1.0,16,4.803373
12.0,142,4.909635
12.0,138,5.013073
10.0,116,5.100372
4.0,48,5.136419
15.0,174,5.26672
9.0,104,5.344343
5.0,60,5.389476
15.0,166,5.513338
2.0,26,5.53297
12.0,140,5.637563
9.0,102,5.713924
7.0,82,5.775288
6.0,74,5.830973
8.0,92,5.899935
1.0,16,5.91215
9.0,102,8.425162
3.0,38,8.45345
11.0,126,8.545836
3.0,38,8.573778
6.0,70,8.625035
11.0,130,8.720287
6.0,70,8.784839
1.0,16,8.798501
1.0,16,8.811987
6.0,70,8.870414
1.0,16,8.884017
7.0,80,8.950571
1.0,16,8.96413
6.0,70,9.022333
3.0,38,9.054068
9.0,104,9.140558
15.0,166,9.280312
3.0,38,9.312135
4.0,48,9.352201
4.0,48,9.392016
6.0,70,9.450321
5.0,60,9.500434
13.0,152,9.626939
5.0,58,9.675302
12.0,138,9.790321
4.0,48,9.830659
7.0,84,9.900652
9.0,104,9.987173
