#{"t_start": 1773182622.7853909, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,4.497394
19.0,154,4.598751
5.0,60,4.638033
9.0,106,4.707971
7.0,80,4.760729
9.0,102,4.827484
6.0,74,4.875899
5.0,60,4.915148
11.0,130,5.000592
2.0,26,5.017657
8.0,92,5.077902
9.0,102,5.144696
19.0,154,5.245561
6.0,70,5.292007
11.0,126,5.378447
10.0,116,5.454365
6.0,72,5.501496
19.0,154,5.603169
11.0,126,5.686893
11.0,130,7.661352
9.0,104,7.737324
10.0,118,7.817269
9.0,102,7.88341
11.0,130,7.967308
19.0,154,8.066614
8.0,92,8.127749
6.0,70,8.173043
6.0,72,8.219567
20.0,164,8.326199
3.0,38,8.350842
11.0,130,8.435272
11.0,130,8.519151
8.0,96,8.581083
15.0,118,8.657453
11.0,126,8.738956
12.0,140,8.831348
11.0,130,8.915947
10.0,116,8.991107
20.0,164,10.753264
11.0,130,10.837367
9.0,102,10.903655
11.0,130,10.987484
12.0,140,11.077835
9.0,106,11.146226
0.0,6,11.150167
11.0,130,11.234077
20.0,164,11.340683
9.0,104,11.409412
3.0,38,11.434062
7.0,82,11.486973
20.0,164,11.59317
6.0,70,11.638546
1.0,16,11.648936
20.0,164,11.755473
5.0,62,11.795639
3.0,38,11.820338
8.0,90,11.878869
10.0,116,11.954452
