#{"t_start": 1772181012.7010634, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.272635
7.0,80,0.360805
12.0,140,0.515282
6.0,70,0.593494
7.0,84,0.686226
1.0,16,0.703949
2.0,26,0.732744
1.0,16,0.750488
4.0,48,0.803505
7.0,80,0.891839
17.0,188,1.099378
5.0,58,1.163464
6.0,72,1.242959
10.0,116,1.371014
1.0,16,1.388782
1.0,16,1.406528
10.0,116,1.534633
9.0,104,1.649479
7.0,84,1.742235
5.0,60,1.808526
2.0,26,1.83729
12.0,140,1.991883
12.0,142,2.148658
5.0,58,2.21272
9.0,102,2.325356
2.0,26,2.354145
3.0,38,2.39622
11.0,130,85.198833
5.0,60,85.26693
3.0,38,85.30981
6.0,70,85.38871
4.0,48,85.442753
11.0,126,85.584433
7.0,82,85.676593
4.0,48,85.730605
12.0,138,85.885632
7.0,80,85.975507
6.0,70,86.054205
17.0,188,86.265447
6.0,70,86.344137
9.0,106,86.463321
12.0,140,86.620731
6.0,70,86.701773
3.0,38,86.74472
12.0,140,86.902521
15.0,176,87.100762
6.0,70,87.179731
12.0,140,87.337603
4.0,48,87.391772
17.0,192,167.394447
12.0,142,167.553469
0.0,6,167.560246
3.0,38,167.6026
7.0,82,167.693962
2.0,26,167.722959
3.0,38,167.765327
9.0,106,167.883383
3.0,38,167.925755
17.0,192,168.139419
7.0,80,168.228377
1.0,16,168.246197
5.0,60,168.315663
15.0,166,168.500487
3.0,38,168.542785
3.0,38,168.585064
1.0,16,168.60292
7.0,80,168.692595
6.0,74,168.774918
3.0,38,168.817255
8.0,92,168.919739
3.0,38,168.962077
8.0,94,169.066764
10.0,116,169.195745
12.0,144,169.356047
5.0,58,169.4206
