r,l
140.0,6213
153.0,6637
111.0,6030
263.0,5400
83.0,6053
47.0,3468
65.0,4784
19.0,3316
79.0,4929
33.0,1986
302.0,6213
260.0,5733
49.0,4414
290.0,5340
279.0,8065
