#{"t_start": 1772527419.3639529, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.294873
7.0,80,0.38843
12.0,140,0.546611
6.0,70,0.625742
7.0,84,0.720629
1.0,16,0.738801
2.0,26,0.768248
1.0,16,0.786413
4.0,48,0.840706
7.0,80,0.931163
17.0,188,1.143646
5.0,58,1.209268
6.0,72,1.29063
10.0,116,1.421753
1.0,16,1.439918
1.0,16,1.458047
10.0,116,1.589162
9.0,104,1.706658
7.0,84,1.801657
5.0,60,1.869514
2.0,26,1.898969
12.0,140,2.057158
12.0,142,2.217641
5.0,58,2.283307
9.0,102,2.398623
2.0,26,2.428073
3.0,38,2.471066
11.0,130,84.487071
5.0,60,84.555954
3.0,38,84.599412
6.0,70,84.680993
4.0,48,84.735884
11.0,126,84.880037
7.0,82,84.973713
4.0,48,85.030108
12.0,138,85.18779
7.0,80,85.27923
6.0,70,85.3608
17.0,188,85.575552
6.0,70,85.657057
9.0,106,85.778245
12.0,140,85.939696
6.0,70,86.019695
3.0,38,86.063274
12.0,140,86.227367
15.0,176,86.430795
6.0,70,86.511086
12.0,140,86.673002
4.0,48,86.728071
17.0,192,168.205596
12.0,142,168.398461
0.0,6,168.406659
3.0,38,168.472387
7.0,82,168.582517
2.0,26,168.617428
3.0,38,168.668435
9.0,106,168.810362
3.0,38,168.86132
17.0,192,169.118277
7.0,80,169.225315
1.0,16,169.246824
5.0,60,169.327243
15.0,166,169.551628
3.0,38,169.602718
3.0,38,169.653639
1.0,16,169.675125
7.0,80,169.782248
6.0,74,169.881441
3.0,38,169.93258
8.0,92,170.055901
3.0,38,170.106811
8.0,94,170.232615
10.0,116,170.387869
12.0,144,170.580666
5.0,58,170.6583
