#{"t_start": 1773093312.4582996, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.925866
19.0,154,3.061554
5.0,60,3.113422
9.0,106,3.204728
7.0,80,3.273726
9.0,102,3.361492
6.0,74,3.425181
5.0,60,3.47684
11.0,130,3.589049
2.0,26,3.611641
8.0,92,3.690973
9.0,102,3.778965
19.0,154,3.911441
6.0,70,3.971617
11.0,126,4.079894
10.0,116,4.183024
6.0,72,4.246038
19.0,154,4.379854
11.0,126,4.488238
11.0,130,6.565619
9.0,104,6.663388
10.0,118,6.765294
9.0,102,6.853272
11.0,130,6.964608
19.0,154,7.096423
8.0,92,7.175211
6.0,70,7.235764
6.0,72,7.297638
20.0,164,7.43805
3.0,38,7.470634
11.0,130,7.581974
11.0,130,7.693662
8.0,96,7.776193
15.0,118,7.878046
11.0,126,7.987257
12.0,140,8.10754
11.0,130,8.219146
10.0,116,8.319096
20.0,164,10.293269
11.0,130,10.405441
9.0,102,10.493589
11.0,130,10.605649
12.0,140,10.726105
9.0,106,10.817615
0.0,6,10.822912
11.0,130,10.935162
20.0,164,11.076385
9.0,104,11.165883
3.0,38,11.198647
7.0,82,11.269151
20.0,164,11.410334
6.0,70,11.470609
1.0,16,11.484437
20.0,164,11.625723
5.0,62,11.679051
3.0,38,11.711801
8.0,90,11.789198
10.0,116,11.899807
