r,l
140.0,6213
156.0,6489
189.0,6012
261.0,5327
81.0,5544
289.0,7735
252.0,5845
310.0,4184
317.0,5806
292.0,6152
230.0,3694
327.0,5337
47.0,4633
60.0,3837
