#{"t_start": 1772999877.9680455, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.140291
7.0,80,0.254886
12.0,140,0.469495
6.0,70,0.575506
7.0,84,0.695821
1.0,16,0.724076
2.0,26,0.769977
1.0,16,0.798221
4.0,48,0.869593
7.0,80,0.983783
17.0,188,1.274826
5.0,58,1.357485
6.0,72,1.459611
10.0,116,1.624298
1.0,16,1.647066
1.0,16,1.669823
10.0,116,1.834396
9.0,104,1.981909
7.0,84,2.101057
5.0,60,2.186328
2.0,26,2.223253
12.0,140,2.421783
12.0,142,2.62367
5.0,58,2.706299
9.0,102,2.851261
2.0,26,2.888268
3.0,38,2.942356
11.0,130,7.018301
5.0,60,7.107135
3.0,38,7.160685
6.0,70,7.259263
4.0,48,7.326933
11.0,126,7.504237
5.0,60,7.58913
1.0,16,7.611752
12.0,142,7.811157
12.0,138,8.004875
10.0,116,8.167825
4.0,48,8.236987
15.0,174,8.481467
9.0,104,8.627658
5.0,60,8.712043
15.0,166,8.945676
2.0,26,8.984029
12.0,140,9.181188
9.0,102,9.324769
7.0,82,9.440295
6.0,74,9.544544
8.0,92,9.674188
1.0,16,9.696816
9.0,102,13.721075
3.0,38,13.791758
11.0,128,13.980916
5.0,58,14.062604
3.0,38,14.116073
3.0,38,14.169598
7.0,82,14.284837
15.0,166,14.518106
12.0,136,14.709194
5.0,58,14.790769
3.0,38,14.844211
15.0,166,15.07743
9.0,104,15.223594
6.0,70,15.321911
2.0,26,15.35852
7.0,82,15.473741
6.0,72,15.574849
12.0,140,15.771372
8.0,90,15.897754
7.0,80,16.010098
1.0,16,16.032643
7.0,80,16.144935
9.0,104,16.292886
4.0,48,16.360423
7.0,80,16.472824
5.0,58,16.554379
