#{"t_start": 1772527532.2355542, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.13391
7.0,80,0.232834
12.0,140,0.40106
6.0,70,0.485444
7.0,84,0.588192
1.0,16,0.608033
2.0,26,0.640194
1.0,16,0.660022
4.0,48,0.71933
7.0,80,0.821215
17.0,188,1.064712
5.0,58,1.140357
6.0,72,1.234234
10.0,116,1.385213
1.0,16,1.406111
1.0,16,1.427004
10.0,116,1.577998
9.0,104,1.713414
7.0,84,1.822731
5.0,60,1.900858
2.0,26,1.934764
12.0,140,2.117125
12.0,142,2.301884
5.0,58,2.377441
9.0,102,2.510385
2.0,26,2.544471
3.0,38,2.594158
11.0,130,43.89985
5.0,60,43.973612
3.0,38,44.020024
6.0,70,44.10506
4.0,48,44.163966
11.0,126,44.320287
7.0,82,44.424686
4.0,48,44.485907
12.0,138,44.665213
7.0,80,44.769999
6.0,70,44.861748
17.0,188,45.107975
6.0,70,45.199721
9.0,106,45.339102
12.0,140,45.522452
6.0,70,45.614187
3.0,38,45.664054
12.0,140,45.847721
15.0,176,46.078593
6.0,70,46.170436
12.0,140,46.354215
4.0,48,46.417233
17.0,192,88.503258
12.0,142,88.689331
0.0,6,88.697291
3.0,38,88.747484
8.0,90,88.865222
2.0,26,88.899349
1.0,16,88.920324
7.0,80,89.025
6.0,70,89.116578
4.0,48,89.179534
7.0,80,89.284241
4.0,48,89.34717
1.0,16,89.368169
2.0,26,89.402309
14.0,164,89.616915
17.0,188,89.865186
9.0,102,89.999602
9.0,104,90.136059
11.0,128,90.304388
1.0,16,90.325427
12.0,138,90.506344
8.0,92,90.626921
12.0,138,90.807758
10.0,116,90.960703
