#{"t_start": 1772529045.6155055, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.127964
7.0,80,0.23167
12.0,140,0.405282
6.0,70,0.493298
7.0,84,0.600599
1.0,16,0.621133
2.0,26,0.654423
1.0,16,0.674953
4.0,48,0.73685
7.0,80,0.83932
17.0,188,1.079613
5.0,58,1.15378
6.0,72,1.245798
10.0,116,1.393883
1.0,16,1.414382
1.0,16,1.434865
10.0,116,1.583075
9.0,104,1.716007
7.0,84,1.823371
5.0,60,1.900192
2.0,26,1.933564
12.0,140,2.112781
12.0,142,2.294534
5.0,58,2.368855
9.0,102,2.49942
2.0,26,2.532764
3.0,38,2.581497
11.0,130,6.345924
5.0,60,6.423212
3.0,38,6.469361
6.0,70,6.55422
4.0,48,6.613499
11.0,126,6.772329
5.0,60,6.849934
1.0,16,6.870607
12.0,142,7.052866
12.0,138,7.229943
10.0,116,7.378831
4.0,48,7.440511
15.0,174,7.663791
9.0,104,7.797345
5.0,60,7.874427
15.0,166,8.087659
2.0,26,8.121205
12.0,140,8.303211
9.0,102,8.434693
7.0,82,8.540237
6.0,74,8.635497
8.0,92,8.753919
1.0,16,8.77458
9.0,102,12.682681
3.0,38,12.747634
11.0,126,12.916523
3.0,38,12.965449
6.0,70,13.055418
11.0,130,13.222414
9.0,106,13.358531
12.0,140,13.538203
15.0,166,13.751397
3.0,38,13.80027
9.0,106,13.944143
0.0,6,13.951976
12.0,140,14.131315
5.0,58,14.205706
6.0,70,14.29541
5.0,58,14.369745
6.0,70,14.459438
9.0,102,14.590099
12.0,140,14.769347
4.0,48,14.830872
0.0,6,14.838657
6.0,70,14.928316
7.0,80,15.030775
3.0,38,15.0795
6.0,74,15.174245
