#{"t_start": 1772031852.6662362, "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,2.601155
-500.0,500,3.349101
-500.0,500,4.088238
-500.0,500,4.837977
-500.0,500,7.440605
-500.0,500,8.184236
-500.0,500,8.926258
-500.0,500,9.668669
-500.0,500,11.981252
-500.0,500,12.735702
-500.0,500,13.487658
-500.0,500,14.234905
-500.0,500,16.570633
-500.0,500,17.314568
-500.0,500,18.062932
-500.0,500,18.807207
-500.0,500,21.132189
-500.0,500,21.874895
-466.0,467,22.568542
-500.0,500,23.310196
-500.0,500,25.614373
-485.0,486,26.335999
-298.0,299,26.779877
-343.0,344,27.291179
-461.0,462,27.977043
-340.0,341,30.04689
-410.0,411,30.668586
-500.0,500,31.424274
-212.0,213,31.740664
-313.0,314,32.207901
-417.0,418,32.828876
-373.0,374,34.975364
-246.0,247,35.340639
-192.0,193,35.625547
-293.0,294,36.060704
-212.0,213,36.375513
-352.0,353,36.898031
-258.0,259,37.280792
-338.0,339,39.340676
-185.0,186,39.615788
-255.0,256,39.994344
-146.0,147,40.211728
-194.0,195,40.500392
-208.0,209,40.809504
-237.0,238,41.1615
-201.0,202,41.461253
-248.0,249,41.829489
-202.0,203,42.129956
-216.0,217,44.010609
-195.0,196,44.300548
-190.0,191,44.582331
-229.0,230,44.921877
-210.0,211,45.233562
-223.0,224,45.56418
-215.0,216,45.883607
-162.0,163,46.12459
-158.0,159,46.359335
-141.0,142,46.568911
-213.0,214,48.440765
-145.0,146,48.657493
-199.0,200,48.952989
-167.0,168,49.2167
-212.0,213,49.548516
-154.0,155,49.787189
-186.0,187,50.073345
-163.0,164,50.323199
-119.0,120,50.50486
-184.0,185,50.785913
-167.0,168,51.042899
-126.0,127,51.236832
-156.0,157,53.039679
-139.0,140,53.246553
-114.0,115,53.416453
-117.0,118,53.590938
-144.0,145,53.80547
-120.0,121,53.984337
-121.0,122,54.16903
-120.0,121,54.350141
-129.0,130,54.545501
-129.0,130,54.739483
-243.0,244,55.107982
