#{"t_start": 1773140354.8999677, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.087265
7.0,80,0.177605
12.0,140,0.335568
6.0,70,0.414658
7.0,84,0.509466
1.0,16,0.527584
2.0,26,0.556998
1.0,16,0.575141
4.0,48,0.629335
7.0,80,0.71956
17.0,188,0.932131
5.0,58,0.997622
6.0,72,1.078916
10.0,116,1.209854
1.0,16,1.228001
1.0,16,1.246119
10.0,116,1.377003
9.0,104,1.494341
7.0,84,1.589218
5.0,60,1.656934
2.0,26,1.686284
12.0,140,1.844146
12.0,142,2.004395
5.0,58,2.069828
9.0,102,2.185121
2.0,26,2.214497
3.0,38,2.257485
11.0,130,5.047361
5.0,60,5.115661
3.0,38,5.156541
6.0,70,5.232998
4.0,48,5.285741
11.0,126,5.430228
5.0,60,5.506822
1.0,16,5.527305
12.0,142,5.708386
12.0,138,5.884776
10.0,116,6.03317
4.0,48,6.09454
15.0,174,6.316722
9.0,104,6.449712
5.0,60,6.526381
15.0,166,6.740511
2.0,26,6.773919
12.0,140,6.952987
9.0,102,7.083415
7.0,82,7.188657
6.0,74,7.273226
8.0,92,7.378531
1.0,16,7.39685
9.0,102,10.059046
3.0,38,10.10219
11.0,126,10.240791
3.0,38,10.28125
6.0,70,10.358004
9.0,106,10.477712
1.0,16,10.495861
13.0,154,10.669567
12.0,136,10.822993
5.0,58,10.888678
3.0,38,10.931594
15.0,166,11.11882
9.0,106,11.238286
9.0,104,11.355574
1.0,16,11.373686
3.0,38,11.416587
9.0,102,11.531535
6.0,70,11.610443
12.0,140,11.768373
6.0,70,11.847373
8.0,90,11.956006
1.0,16,11.975394
6.0,70,12.060842
6.0,70,12.146404
4.0,48,12.205166
10.0,116,12.346973
