#{"t_start": 1772527569.2466104, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.191406
7.0,80,0.297034
12.0,140,0.482079
6.0,70,0.574586
7.0,84,0.685663
1.0,16,0.706847
2.0,26,0.741247
1.0,16,0.762475
4.0,48,0.8259
7.0,80,0.931933
17.0,188,1.179556
5.0,58,1.255981
6.0,72,1.350927
10.0,116,1.503901
1.0,16,1.525109
1.0,16,1.546284
10.0,116,1.699118
9.0,104,1.836127
7.0,84,1.946837
5.0,60,2.025956
2.0,26,2.060295
12.0,140,2.244756
12.0,142,2.431698
5.0,58,2.50809
9.0,102,2.642543
2.0,26,2.676993
3.0,38,2.727217
11.0,130,6.773407
5.0,60,6.858522
3.0,38,6.909096
6.0,70,7.002105
4.0,48,7.065833
11.0,126,7.23299
5.0,60,7.312575
1.0,16,7.333901
12.0,142,7.522098
12.0,138,7.704925
10.0,116,7.858624
4.0,48,7.922366
15.0,174,8.156508
9.0,104,8.295111
5.0,60,8.374927
15.0,166,8.597131
2.0,26,8.631871
12.0,140,8.818018
9.0,102,8.953627
7.0,82,9.06312
6.0,74,9.16154
8.0,92,9.283805
1.0,16,9.305165
9.0,102,13.191755
3.0,38,13.259635
11.0,126,13.437053
3.0,38,13.487542
6.0,70,13.58052
11.0,130,13.753098
9.0,106,13.893899
12.0,140,14.079681
15.0,166,14.301517
3.0,38,14.352156
9.0,106,14.492946
0.0,6,14.501003
12.0,140,14.68701
5.0,58,14.764096
6.0,70,14.857106
5.0,58,14.934175
6.0,70,15.027163
9.0,102,15.162767
12.0,140,15.34852
4.0,48,15.41231
0.0,6,15.420369
6.0,70,15.513275
7.0,80,15.619496
3.0,38,15.669973
6.0,74,15.76816
