#{"t_start": 1772181117.2122304, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.794391
19.0,154,1.908027
5.0,60,1.952133
9.0,106,2.029972
7.0,80,2.088793
9.0,102,2.163946
6.0,74,2.218268
5.0,60,2.262378
11.0,130,2.358206
2.0,26,2.377344
8.0,92,2.445053
9.0,102,2.520012
19.0,154,2.634288
6.0,70,2.686385
11.0,126,2.779041
10.0,116,2.864239
6.0,72,2.91725
19.0,154,3.032473
11.0,126,3.12522
11.0,130,4.948349
9.0,104,5.031046
10.0,118,5.118373
9.0,102,5.193536
11.0,130,5.289248
19.0,154,5.40266
8.0,92,5.47046
6.0,70,5.522072
6.0,72,5.575148
20.0,164,5.698744
3.0,38,5.72684
11.0,130,5.822573
11.0,130,5.91835
8.0,96,5.989125
15.0,118,6.076034
11.0,126,6.169053
12.0,140,6.272305
11.0,130,6.369529
10.0,116,6.455348
20.0,164,8.237639
11.0,130,8.333792
9.0,102,8.409337
11.0,130,8.505732
12.0,140,8.610434
9.0,106,8.688834
0.0,6,8.693326
11.0,130,8.789191
20.0,164,8.91012
9.0,104,8.986876
3.0,38,9.014972
7.0,82,9.075435
20.0,164,9.196446
6.0,70,9.248125
1.0,16,9.260003
20.0,164,9.381045
5.0,62,9.426924
3.0,38,9.455055
8.0,90,9.522748
10.0,116,9.608622
