#{"t_start": 1772719307.7086384, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,4.364921
19.0,154,4.41045
5.0,60,4.428231
9.0,106,4.459502
7.0,80,4.483988
9.0,102,4.513668
6.0,74,4.535127
5.0,60,4.552613
11.0,130,4.590214
2.0,26,4.597969
8.0,92,4.624588
9.0,102,4.65421
19.0,154,4.69856
6.0,70,4.718778
11.0,126,4.755167
10.0,116,4.788571
6.0,72,4.809611
19.0,154,4.854104
11.0,126,4.890857
11.0,130,6.266984
9.0,104,6.298331
10.0,118,6.333692
9.0,102,6.364274
11.0,130,6.402918
19.0,154,6.448543
8.0,92,6.476026
6.0,70,6.496857
6.0,72,6.518403
20.0,164,6.566984
3.0,38,6.578616
11.0,130,6.617122
11.0,130,6.655774
8.0,96,6.684313
15.0,118,6.719342
11.0,126,6.75673
12.0,140,6.798394
11.0,130,6.837463
10.0,116,6.87229
20.0,164,8.207788
11.0,130,8.246181
9.0,102,8.276306
11.0,130,8.314375
12.0,140,8.355554
9.0,106,8.38661
0.0,6,8.388573
11.0,130,8.426637
20.0,164,8.47465
9.0,104,8.505127
3.0,38,8.516485
7.0,82,8.540647
20.0,164,8.588612
6.0,70,8.609288
1.0,16,8.614241
20.0,164,8.662039
5.0,62,8.680304
3.0,38,8.691559
8.0,90,8.717905
10.0,116,8.751851
