r,l
140.0,6213
156.0,6489
45.0,3882
54.0,5244
6.0,1250
41.0,3836
54.0,3604
81.0,5264
61.0,4726
109.0,6472
130.0,6354
121.0,5415
264.0,6617
252.0,6062
164.0,4755
