r,l
140.0,6213
156.0,6489
47.0,4250
123.0,5839
36.0,3147
71.0,5339
36.0,4849
51.0,5327
28.0,3863
256.0,4042
210.0,4401
227.0,4875
115.0,5962
78.0,5348
37.0,4379
260.0,6630
