#{"t_start": 1773163828.5268307, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.121406
7.0,80,0.21733
12.0,140,0.385291
6.0,70,0.469301
7.0,84,0.570119
1.0,16,0.58941
2.0,26,0.621133
1.0,16,0.640362
4.0,48,0.69784
7.0,80,0.793598
17.0,188,1.018699
5.0,58,1.088176
6.0,72,1.174455
10.0,116,1.313291
1.0,16,1.332537
1.0,16,1.351758
10.0,116,1.49225
9.0,104,1.616682
7.0,84,1.717179
5.0,60,1.78896
2.0,26,1.820138
12.0,140,1.987569
12.0,142,2.157426
5.0,58,2.227003
9.0,102,2.349334
2.0,26,2.381486
3.0,38,2.427163
11.0,130,5.191191
5.0,60,5.265131
3.0,38,5.311116
6.0,70,5.395687
4.0,48,5.453689
11.0,126,5.605904
7.0,82,5.704993
4.0,48,5.763119
12.0,138,5.929685
7.0,80,6.02632
6.0,70,6.110875
17.0,188,6.338452
6.0,70,6.423102
9.0,106,6.551102
12.0,140,6.721141
6.0,70,6.805741
3.0,38,6.851689
12.0,140,7.020693
15.0,176,7.234574
6.0,70,7.319114
12.0,140,7.487961
4.0,48,7.548677
18.0,202,10.366033
1.0,16,10.385499
9.0,104,10.510965
16.0,178,10.725764
9.0,104,10.85134
17.0,192,11.082886
6.0,70,11.167321
2.0,26,11.198774
8.0,90,11.307376
1.0,16,11.326787
13.0,150,11.507708
5.0,60,11.580175
7.0,82,11.679207
6.0,70,11.76379
11.0,128,11.918198
7.0,82,12.01709
6.0,70,12.101557
7.0,80,12.198105
1.0,16,12.217463
5.0,58,12.287432
11.0,130,12.444111
2.0,28,12.477933
9.0,102,12.600941
