#{"t_start": 1772181014.7956612, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.302561
7.0,80,0.390703
12.0,140,0.545064
6.0,70,0.622291
7.0,84,0.714908
1.0,16,0.732611
2.0,26,0.761348
1.0,16,0.779066
4.0,48,0.83201
7.0,80,0.920246
17.0,188,1.127529
5.0,58,1.191445
6.0,72,1.270812
10.0,116,1.398671
1.0,16,1.416372
1.0,16,1.434095
10.0,116,1.562072
9.0,104,1.676842
7.0,84,1.769499
5.0,60,1.835665
2.0,26,1.864416
12.0,140,2.018764
12.0,142,2.175276
5.0,58,2.239215
9.0,102,2.351668
2.0,26,2.380384
3.0,38,2.422309
11.0,130,82.627208
5.0,60,82.695066
3.0,38,82.737945
6.0,70,82.816739
4.0,48,82.870784
11.0,126,83.012606
7.0,82,83.104949
4.0,48,83.159241
12.0,138,83.314555
7.0,80,83.404605
6.0,70,83.483363
17.0,188,83.694685
6.0,70,83.773423
9.0,106,83.915708
12.0,140,84.097481
6.0,70,84.181952
3.0,38,84.224884
12.0,140,84.382866
15.0,176,84.585467
6.0,70,84.66478
12.0,140,84.822642
4.0,48,84.876855
17.0,192,166.940462
12.0,142,167.100657
0.0,6,167.107454
3.0,38,167.149996
7.0,82,167.241378
2.0,26,167.270363
3.0,38,167.312762
9.0,106,167.432366
3.0,38,167.474708
17.0,192,167.689708
7.0,80,167.780543
1.0,16,167.798519
5.0,60,167.865408
15.0,166,168.051767
3.0,38,168.094141
3.0,38,168.136456
1.0,16,168.154389
7.0,80,168.243471
6.0,74,168.327255
3.0,38,168.369684
8.0,92,168.471999
3.0,38,168.514282
8.0,94,168.618868
10.0,116,168.749377
12.0,144,168.909325
5.0,58,168.973658
