#{"t_start": 1772787043.2653956, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.09675
7.0,80,0.194492
12.0,140,0.365069
6.0,70,0.450406
7.0,84,0.55268
1.0,16,0.572217
2.0,26,0.603934
1.0,16,0.623489
4.0,48,0.681957
7.0,80,0.788688
17.0,188,1.038377
5.0,58,1.119869
6.0,72,1.216947
10.0,116,1.370568
1.0,16,1.390817
1.0,16,1.411387
10.0,116,1.55673
9.0,104,1.68346
7.0,84,1.785771
5.0,60,1.858903
2.0,26,1.890621
12.0,140,2.061063
12.0,142,2.233952
5.0,58,2.306349
9.0,102,2.430636
2.0,26,2.46236
3.0,38,2.508684
11.0,130,5.481638
5.0,60,5.556285
3.0,38,5.602748
6.0,70,5.689684
4.0,48,5.7485
11.0,126,5.902488
7.0,82,6.002674
4.0,48,6.061323
12.0,138,6.238609
7.0,80,6.336239
6.0,70,6.421587
17.0,188,6.650779
6.0,70,6.73613
9.0,106,6.865368
12.0,140,7.036089
6.0,70,7.121518
3.0,38,7.16798
12.0,140,7.338702
15.0,176,7.556117
6.0,70,7.641597
12.0,140,7.812715
4.0,48,7.87139
17.0,192,10.665795
12.0,142,10.83873
0.0,6,10.846121
3.0,38,10.892453
8.0,90,11.00196
2.0,26,11.033695
1.0,16,11.053262
7.0,80,11.150687
4.0,48,11.209203
5.0,58,11.279789
11.0,130,11.437997
7.0,80,11.536552
1.0,16,11.556147
12.0,140,11.726466
7.0,82,11.826275
1.0,16,11.845818
12.0,136,12.011209
7.0,80,12.109603
5.0,60,12.182762
12.0,140,12.35308
6.0,70,12.438319
14.0,164,12.637828
12.0,138,12.808145
9.0,102,12.932523
