#{"t_start": 1773134545.2918108, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.12621
7.0,80,0.23033
12.0,140,0.40908
6.0,70,0.499681
7.0,84,0.6235
1.0,16,0.649271
2.0,26,0.691051
1.0,16,0.714404
4.0,48,0.77642
7.0,80,0.879786
17.0,188,1.122741
5.0,58,1.19767
6.0,72,1.29068
10.0,116,1.445466
1.0,16,1.466849
1.0,16,1.488088
10.0,116,1.642102
9.0,104,1.779437
7.0,84,1.888324
5.0,60,1.965896
2.0,26,1.999545
12.0,140,2.180595
12.0,142,2.364208
5.0,58,2.439306
9.0,102,2.571414
2.0,26,2.605151
3.0,38,2.654367
11.0,130,6.227822
5.0,60,6.326136
3.0,38,6.387877
6.0,70,6.487884
4.0,48,6.551513
11.0,126,6.716799
5.0,60,6.797033
1.0,16,6.818222
12.0,142,7.004485
12.0,138,7.18707
10.0,116,7.338452
4.0,48,7.401063
15.0,174,7.628095
9.0,104,7.763888
5.0,60,7.842559
15.0,166,8.065892
2.0,26,8.100056
12.0,140,8.288627
9.0,102,8.422337
7.0,82,8.52933
6.0,74,8.625844
8.0,92,8.745824
1.0,16,8.766865
9.0,102,12.791553
3.0,38,12.853081
11.0,126,13.056086
3.0,38,13.117354
6.0,70,13.230269
11.0,130,13.445069
9.0,106,13.619241
12.0,140,13.848344
15.0,166,14.090758
3.0,38,14.140783
9.0,106,14.279324
0.0,6,14.287079
12.0,140,14.4678
5.0,58,14.543988
6.0,70,14.635905
5.0,58,14.714178
6.0,70,14.805873
9.0,102,14.939119
12.0,140,15.121846
4.0,48,15.184577
0.0,6,15.192501
6.0,70,15.283877
7.0,80,15.388371
3.0,38,15.438028
6.0,74,15.534588
