#{"t_start": 1773140345.9991138, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.235371
19.0,154,1.320139
5.0,60,1.352915
9.0,106,1.412085
7.0,80,1.455849
9.0,102,1.511581
6.0,74,1.55204
5.0,60,1.584833
11.0,130,1.655727
2.0,26,1.669954
8.0,92,1.720147
9.0,102,1.775909
19.0,154,1.859903
6.0,70,1.898122
11.0,126,1.966972
10.0,116,2.030844
6.0,72,2.070396
19.0,154,2.154763
11.0,126,2.225996
11.0,130,3.752982
9.0,104,3.814582
10.0,118,3.88294
9.0,102,3.938865
11.0,130,4.010099
19.0,154,4.094879
8.0,92,4.145767
6.0,70,4.184222
6.0,72,4.22385
20.0,164,4.313856
3.0,38,4.334724
11.0,130,4.407213
11.0,130,4.478664
8.0,96,4.531595
15.0,118,4.59649
11.0,126,4.665765
12.0,140,4.742974
11.0,130,4.814349
10.0,116,4.878158
20.0,164,6.423187
11.0,130,6.49681
9.0,102,6.552823
11.0,130,6.624167
12.0,140,6.701034
9.0,106,6.759177
0.0,6,6.762528
11.0,130,6.833812
20.0,164,6.923708
9.0,104,6.98124
3.0,38,7.002245
7.0,82,7.047318
20.0,164,7.137224
6.0,70,7.175612
1.0,16,7.184422
20.0,164,7.275039
5.0,62,7.309124
3.0,38,7.329987
8.0,90,7.379378
10.0,116,7.44322
