#{"t_start": 1772527293.7225313, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.84699
19.0,154,1.936035
5.0,60,1.97063
9.0,106,2.031664
7.0,80,2.077758
9.0,102,2.13632
6.0,74,2.178905
5.0,60,2.213413
11.0,130,2.288285
2.0,26,2.303301
8.0,92,2.356219
9.0,102,2.41486
19.0,154,2.503373
6.0,70,2.543752
11.0,126,2.616274
10.0,116,2.685479
6.0,72,2.726954
19.0,154,2.815451
11.0,126,2.887946
11.0,130,4.520145
9.0,104,4.589068
10.0,118,4.662412
9.0,102,4.721302
11.0,130,4.796125
19.0,154,4.885015
8.0,92,4.938247
6.0,70,4.978616
6.0,72,5.020103
20.0,164,5.114658
3.0,38,5.136589
11.0,130,5.211331
11.0,130,5.286173
8.0,96,5.341787
15.0,118,5.409954
11.0,126,5.482525
12.0,140,5.563433
11.0,130,5.638509
10.0,116,5.705576
20.0,164,7.340492
11.0,130,7.41726
9.0,102,7.475904
11.0,130,7.550552
12.0,140,7.63127
9.0,106,7.692161
0.0,6,7.695668
11.0,130,7.770356
20.0,164,7.864513
9.0,104,7.924541
3.0,38,7.946444
7.0,82,7.993592
20.0,164,8.087784
6.0,70,8.128042
1.0,16,8.13774
20.0,164,8.232919
5.0,62,8.2687
3.0,38,8.290668
8.0,90,8.342627
10.0,116,8.409724
