#{"t_start": 1772033693.8762093, "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,3.211622
-500.0,500,4.346297
-500.0,500,5.481378
-500.0,500,6.632625
-500.0,500,10.20325
-500.0,500,11.27527
-500.0,500,12.375307
-500.0,500,13.520398
-500.0,500,16.79101
-500.0,500,17.97552
-500.0,500,18.998508
-500.0,500,19.929296
-500.0,500,22.943164
-500.0,500,24.025063
-500.0,500,25.168819
-500.0,500,26.297586
-500.0,500,29.581022
-500.0,500,30.7049
-466.0,467,31.749806
-500.0,500,32.866324
-500.0,500,36.131146
-485.0,486,37.22833
-298.0,299,37.895592
-343.0,344,38.676507
-461.0,462,39.716635
-340.0,341,42.650266
-410.0,411,43.651743
-500.0,500,44.936232
-212.0,213,45.468955
-313.0,314,46.16911
-417.0,418,47.104194
-373.0,374,50.10704
-246.0,247,50.604887
-192.0,193,50.965688
-293.0,294,51.500421
-212.0,213,51.916175
-352.0,353,52.72113
-258.0,259,53.30074
-338.0,339,56.225768
-185.0,186,56.64103
-255.0,256,57.22217
-146.0,147,57.550194
-194.0,195,57.986269
-208.0,209,58.484115
-237.0,238,59.013957
-201.0,202,59.466342
-248.0,249,60.016388
-202.0,203,60.467141
-216.0,217,63.1011
-195.0,196,63.53738
-190.0,191,63.972874
-229.0,230,64.489662
-210.0,211,64.961828
-223.0,224,65.466999
-215.0,216,65.960447
-162.0,163,66.323573
-158.0,159,66.680697
-141.0,142,66.997105
-213.0,214,69.651819
-145.0,146,69.976755
-199.0,200,70.418487
-167.0,168,70.796998
-212.0,213,71.271107
-154.0,155,71.62041
-186.0,187,72.038702
-163.0,164,72.407835
-119.0,120,72.679625
-184.0,185,73.088018
-167.0,168,73.722093
-126.0,127,74.305069
-156.0,157,76.848673
-139.0,140,77.166176
-114.0,115,77.421034
-117.0,118,77.689092
-144.0,145,78.020962
-120.0,121,78.30192
-121.0,122,78.603903
-120.0,121,78.875358
-129.0,130,79.164241
-129.0,130,79.454856
-243.0,244,79.9976
-149.0,150,80.329705
