r,l
140.0,6213
260.0,6960
351.0,7008
44.0,2480
272.0,7038
48.0,4537
37.0,4631
286.0,7553
66.0,4053
294.0,8904
89.0,4093
300.0,6645
281.0,5717
121.0,5033
