#{"t_start": 1772786001.4910479, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.110606
7.0,80,0.199588
12.0,140,0.355202
6.0,70,0.4331
7.0,84,0.526678
1.0,16,0.544552
2.0,26,0.573586
1.0,16,0.591459
4.0,48,0.644926
7.0,80,0.733949
17.0,188,0.943192
5.0,58,1.007847
6.0,72,1.088071
10.0,116,1.217307
1.0,16,1.235182
1.0,16,1.253051
10.0,116,1.382085
9.0,104,1.497878
7.0,84,1.591437
5.0,60,1.658282
2.0,26,1.687291
12.0,140,1.843135
12.0,142,2.001124
5.0,58,2.065659
9.0,102,2.179435
2.0,26,2.208462
3.0,38,2.250818
11.0,130,4.962075
5.0,60,5.029289
3.0,38,5.071834
6.0,70,5.150176
4.0,48,5.203947
11.0,126,5.344863
7.0,82,5.436576
4.0,48,5.49258
12.0,138,5.646889
7.0,80,5.736421
6.0,70,5.814896
17.0,188,6.025484
6.0,70,6.104027
9.0,106,6.223122
12.0,140,6.380733
6.0,70,6.459444
3.0,38,6.502068
12.0,140,6.661242
15.0,176,6.858372
6.0,70,6.936806
12.0,140,7.093719
4.0,48,7.147605
17.0,192,9.826436
12.0,142,9.983293
0.0,6,9.990038
3.0,38,10.032078
7.0,82,10.122545
2.0,26,10.151309
3.0,38,10.193307
4.0,48,10.246266
11.0,128,10.387405
1.0,16,10.40514
4.0,48,10.458143
7.0,80,10.546411
15.0,178,10.743956
11.0,130,10.887493
5.0,58,10.951616
12.0,142,11.108408
6.0,70,11.185755
12.0,140,11.340293
9.0,106,11.457239
1.0,16,11.474932
5.0,58,11.538886
5.0,60,11.605091
1.0,16,11.622789
2.0,28,11.653746
9.0,106,11.77057
9.0,104,11.885267
1.0,16,11.902985
