#{"t_start": 1773024993.6539576, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.628407
19.0,154,1.715583
5.0,60,1.749525
9.0,106,1.80928
7.0,80,1.854404
9.0,102,1.911946
6.0,74,1.953695
5.0,60,1.987552
11.0,130,2.061083
2.0,26,2.075905
8.0,92,2.127929
9.0,102,2.185678
19.0,154,2.272784
6.0,70,2.312366
11.0,126,2.383554
10.0,116,2.45164
6.0,72,2.492422
19.0,154,2.579485
11.0,126,2.650713
11.0,130,4.380345
9.0,104,4.443422
10.0,118,4.513456
9.0,102,4.571184
11.0,130,4.644827
19.0,154,4.732017
8.0,92,4.784061
6.0,70,4.823694
6.0,72,4.864419
20.0,164,4.957189
3.0,38,4.978724
11.0,130,5.05224
11.0,130,5.125954
8.0,96,5.180302
15.0,118,5.24731
11.0,126,5.318716
12.0,140,5.398114
11.0,130,5.471925
10.0,116,5.538017
20.0,164,7.276726
11.0,130,7.351392
9.0,102,7.408553
11.0,130,7.481497
12.0,140,7.560452
9.0,106,7.619921
0.0,6,7.623348
11.0,130,7.696218
20.0,164,7.78799
9.0,104,7.846245
3.0,38,7.867581
7.0,82,7.913576
20.0,164,8.005592
6.0,70,8.044809
1.0,16,8.053884
20.0,164,8.146049
5.0,62,8.18094
3.0,38,8.202349
8.0,90,8.253563
10.0,116,8.318883
