#{"t_start": 1773068275.8251684, "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,1.360982
-500.0,500,1.799754
-500.0,500,2.235554
-500.0,500,2.670785
-500.0,500,4.194075
-500.0,500,4.629615
-500.0,500,5.064919
-500.0,500,5.503753
-500.0,500,6.91538
-500.0,500,7.352156
-500.0,500,7.787673
-500.0,500,8.223929
-500.0,500,9.634288
-500.0,500,10.070125
-500.0,500,10.505405
-500.0,500,10.942078
-500.0,500,12.342438
-500.0,500,12.778927
-466.0,467,13.186173
-500.0,500,13.622871
-500.0,500,14.986726
-485.0,486,15.410563
-298.0,299,15.671528
-343.0,344,15.971123
-461.0,462,16.372926
-340.0,341,17.599661
-410.0,411,17.957181
-500.0,500,18.392468
-212.0,213,18.577752
-313.0,314,18.850967
-417.0,418,19.214334
-373.0,374,20.464501
-246.0,247,20.67943
-192.0,193,20.84803
-293.0,294,21.103829
-212.0,213,21.289165
-352.0,353,21.596387
-258.0,259,21.821712
-338.0,339,23.045011
-185.0,186,23.207405
-255.0,256,23.430842
-146.0,147,23.559334
-194.0,195,23.730694
-208.0,209,23.91318
-237.0,238,24.120854
-201.0,202,24.296937
-248.0,249,24.514101
-202.0,203,24.691133
-216.0,217,25.803173
-195.0,196,25.973832
-190.0,191,26.139943
-229.0,230,26.340121
-210.0,211,26.52392
-223.0,224,26.719246
-215.0,216,26.908104
-162.0,163,27.050103
-158.0,159,27.188615
-161.0,162,27.329746
-210.0,211,28.441122
-112.0,113,28.539494
-271.0,272,28.776686
-145.0,146,28.90373
-251.0,252,29.122887
-165.0,166,29.267499
-173.0,174,29.418977
-140.0,141,29.541827
-129.0,130,29.654982
-135.0,136,29.773465
-168.0,169,29.920841
-199.0,200,30.095699
-103.0,104,31.110293
-142.0,143,31.234814
-167.0,168,31.381042
-124.0,125,31.489743
-146.0,147,31.617921
-188.0,189,31.782284
-111.0,112,31.879772
-114.0,115,31.979949
-127.0,128,32.092548
-129.0,130,32.205775
-172.0,173,32.35647
-147.0,148,32.485301
-105.0,106,32.577428
-146.0,147,32.705765
-140.0,141,32.828379
-101.0,102,33.845197
-95.0,96,33.928825
-134.0,135,34.047218
-117.0,118,34.150285
-99.0,100,34.237524
-126.0,127,34.348454
-133.0,134,34.465451
-107.0,108,34.559673
-114.0,115,34.660109
-136.0,137,34.77961
-140.0,141,34.902675
-100.0,101,34.990712
-129.0,130,35.105768
-159.0,160,35.245603
-102.0,103,35.335458
-141.0,142,35.459439
-111.0,112,36.481945
-97.0,98,36.567724
-127.0,128,36.679148
-98.0,99,36.765373
-131.0,132,36.880432
-113.0,114,36.979686
-105.0,106,37.072005
-141.0,142,37.195705
-106.0,107,37.288846
-86.0,87,37.364568
-97.0,98,37.449923
-98.0,99,37.536268
-119.0,120,37.64117
-123.0,124,37.749785
-165.0,166,37.894197
-108.0,109,37.988927
-127.0,128,38.100354
-133.0,134,38.216904
-113.0,114,39.244351
-173.0,174,39.395883
-149.0,150,39.526515
-108.0,109,39.62149
-500.0,500,40.057356
-123.0,124,40.165725
-110.0,111,40.26243
-194.0,195,40.432066
-134.0,135,40.549547
-100.0,101,40.637437
-133.0,134,40.754126
-131.0,132,40.869063
-89.0,90,40.94741
-83.0,84,41.946331
-91.0,92,42.026533
-79.0,80,42.097146
-120.0,121,42.202949
-107.0,108,42.296951
-88.0,89,42.374305
-97.0,98,42.459609
-100.0,101,42.547469
-116.0,117,42.64953
-84.0,85,42.723466
-105.0,106,42.815485
-115.0,116,42.916646
-151.0,152,43.049042
-100.0,101,43.136996
-138.0,139,43.258453
-96.0,97,43.342865
-124.0,125,43.451837
-105.0,106,43.544162
-100.0,101,43.631901
-104.0,105,44.652003
-100.0,101,44.740157
-86.0,87,44.816171
-114.0,115,44.916776
-116.0,117,45.018844
-86.0,87,45.09478
-89.0,90,45.173316
-113.0,114,45.273136
-107.0,108,45.367391
-119.0,120,45.472347
-148.0,149,45.602403
-86.0,87,45.678465
-110.0,111,45.775347
-104.0,105,45.867068
-90.0,91,45.946522
-106.0,107,46.039979
-102.0,103,46.129839
-90.0,91,46.209463
-71.0,72,46.272369
-127.0,128,46.384265
-91.0,92,47.388203
-91.0,92,47.468324
-120.0,121,47.573959
-96.0,97,47.658299
-89.0,90,47.736956
-91.0,92,47.816948
-94.0,95,47.899673
-160.0,161,48.040336
-107.0,108,48.134295
-106.0,107,48.22783
-101.0,102,48.316685
-75.0,76,48.382855
-99.0,100,48.470211
-126.0,127,48.581143
-88.0,89,48.658748
-93.0,94,48.740582
-79.0,80,48.810794
-84.0,85,48.884843
-95.0,96,48.96885
-104.0,105,49.060405
-257.0,258,50.213986
-103.0,104,50.304677
-95.0,96,50.388244
-81.0,82,50.459679
-80.0,81,50.530314
-94.0,95,50.613458
-103.0,104,50.704097
-103.0,104,50.794567
-92.0,93,50.875624
-87.0,88,50.952656
-81.0,82,51.024224
-87.0,88,51.101002
-84.0,85,51.175759
-81.0,82,51.247308
-76.0,77,51.314487
-90.0,91,51.394208
-84.0,85,51.468367
-117.0,118,51.571339
-92.0,93,51.652462
-87.0,88,51.729146
-82.0,83,51.801479
-101.0,102,52.815312
-86.0,87,52.891117
-79.0,80,52.960824
-87.0,88,53.037497
-85.0,86,53.112351
-105.0,106,53.204993
-246.0,247,53.419904
-80.0,81,53.490474
-94.0,95,53.573125
-78.0,79,53.64196
-90.0,91,53.721021
-99.0,100,53.808279
-106.0,107,53.90222
-200.0,201,54.077482
-79.0,80,54.147189
-115.0,116,54.248348
-78.0,79,54.317227
-81.0,82,54.388661
-107.0,108,54.482886
-90.0,91,55.492436
-80.0,81,55.562883
-117.0,118,55.66564
-94.0,95,55.748222
-84.0,85,55.822031
-96.0,97,55.906416
-97.0,98,55.991661
-108.0,109,56.086646
-79.0,80,56.156246
-99.0,100,56.243193
-95.0,96,56.326581
-99.0,100,56.413477
-75.0,76,56.479922
-81.0,82,56.551071
-118.0,119,56.654826
-70.0,71,56.716579
-87.0,88,56.793104
-79.0,80,56.862614
-76.0,77,56.929642
-75.0,76,56.996074
-84.0,85,57.070847
-98.0,99,57.156955
-79.0,80,57.22648
-88.0,89,58.229676
-96.0,97,58.314381
-83.0,84,58.387723
-96.0,97,58.472275
-76.0,77,58.539403
-62.0,63,58.594718
-104.0,105,58.686152
-191.0,192,58.853925
-81.0,82,58.925446
-76.0,77,58.992639
-93.0,94,59.074573
-111.0,112,59.172507
-87.0,88,59.249255
-75.0,76,59.315542
-180.0,181,59.474418
-104.0,105,59.566095
-76.0,77,59.633214
-94.0,95,59.716098
-124.0,125,59.825528
-194.0,195,60.923325
-95.0,96,61.006775
-85.0,86,61.08164
-89.0,90,61.159986
-80.0,81,61.230515
-106.0,107,61.324008
-95.0,96,61.40749
-97.0,98,61.492759
-86.0,87,61.568809
-195.0,196,61.739859
-119.0,120,61.844388
-101.0,102,61.933032
-95.0,96,62.016633
-108.0,109,62.111613
-89.0,90,62.19055
-79.0,80,62.260077
-111.0,112,62.357734
-63.0,64,62.413471
-99.0,100,62.500353
-70.0,71,62.56214
-76.0,77,62.629171
-134.0,135,63.675102
-71.0,72,63.737922
-85.0,86,63.812886
-64.0,65,63.869552
-84.0,85,63.943608
-86.0,87,64.01947
-88.0,89,64.097388
-126.0,127,64.208141
-90.0,91,64.287515
-109.0,110,64.383429
-90.0,91,64.462843
-80.0,81,64.533535
-92.0,93,64.614447
-93.0,94,64.696332
-105.0,106,64.789071
-79.0,80,64.858891
-103.0,104,64.950151
-109.0,110,65.046397
-88.0,89,65.126392
-96.0,97,65.211623
-94.0,95,65.294358
-90.0,91,65.373603
-98.0,99,66.387043
-93.0,94,66.468965
-93.0,94,66.55085
-103.0,104,66.64141
-98.0,99,66.727877
-64.0,65,66.784537
-96.0,97,66.868926
-79.0,80,66.938451
-111.0,112,67.036192
-147.0,148,67.165166
-84.0,85,67.239127
-81.0,82,67.310518
-79.0,80,67.380149
-108.0,109,67.47523
-90.0,91,67.554524
-85.0,86,67.629471
-77.0,78,67.697339
-100.0,101,67.785235
-97.0,98,67.870824
-79.0,80,67.940525
-113.0,114,68.039776
