r,l
140.0,6213
115.0,5477
282.0,7686
49.0,3331
264.0,6493
110.0,5113
55.0,4650
20.0,2642
91.0,4555
63.0,3597
332.0,6974
343.0,4761
144.0,6480
352.0,6427
103.0,6367
