#{"t_start": 1772190067.1831963, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.089127
7.0,80,0.170329
12.0,140,0.302632
6.0,70,0.36573
7.0,84,0.441451
1.0,16,0.455917
2.0,26,0.479358
1.0,16,0.493837
4.0,48,0.537067
7.0,80,0.609133
17.0,188,0.778353
5.0,58,0.830608
6.0,72,0.895457
10.0,116,0.999903
1.0,16,1.014401
1.0,16,1.028873
10.0,116,1.133304
9.0,104,1.226909
7.0,84,1.302556
5.0,60,1.356601
2.0,26,1.380046
12.0,140,1.506061
12.0,142,1.63395
5.0,58,1.686256
9.0,102,1.778128
2.0,26,1.801619
3.0,38,1.835883
11.0,130,4.283853
5.0,60,4.346485
3.0,38,4.385481
6.0,70,4.453562
4.0,48,4.497606
11.0,126,4.612936
7.0,82,4.68802
4.0,48,4.732016
12.0,138,4.858291
7.0,80,4.931465
6.0,70,4.995564
17.0,188,5.167557
6.0,70,5.231684
9.0,106,5.328709
12.0,140,5.456725
6.0,70,5.520809
3.0,38,5.555612
12.0,140,5.690522
15.0,176,5.864836
6.0,70,5.928327
12.0,140,6.056108
4.0,48,6.099482
18.0,202,8.342247
1.0,16,8.356562
9.0,104,8.44971
16.0,178,8.609818
9.0,104,8.703353
17.0,192,8.875983
6.0,70,8.939023
2.0,26,8.962521
8.0,90,9.043546
1.0,16,9.058048
13.0,150,9.192959
5.0,60,9.247054
7.0,82,9.320895
6.0,70,9.383866
11.0,128,9.498991
7.0,82,9.572786
6.0,70,9.63577
7.0,80,9.707733
1.0,16,9.722189
5.0,58,9.774365
11.0,130,9.891184
2.0,28,9.91641
9.0,102,10.008177
