#{"t_start": 1773121611.7805157, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.134153
19.0,154,2.220566
5.0,60,2.254323
9.0,106,2.31374
7.0,80,2.358805
9.0,102,2.416021
6.0,74,2.457519
5.0,60,2.491508
11.0,130,2.564136
2.0,26,2.578706
8.0,92,2.630273
9.0,102,2.68746
19.0,154,2.773618
6.0,70,2.81256
11.0,126,2.882797
10.0,116,2.947642
6.0,72,2.987853
19.0,154,3.074067
11.0,126,3.14459
11.0,130,4.79134
9.0,104,4.852214
10.0,118,4.919491
9.0,102,4.975473
11.0,130,5.046666
19.0,154,5.131393
8.0,92,5.181814
6.0,70,5.220165
6.0,72,5.25965
20.0,164,5.34974
3.0,38,5.370573
11.0,130,5.441766
11.0,130,5.513711
8.0,96,5.566545
15.0,118,5.631533
11.0,126,5.700539
12.0,140,5.778153
11.0,130,5.849383
10.0,116,5.912844
20.0,164,7.61671
11.0,130,7.713099
9.0,102,7.789471
11.0,130,7.878054
12.0,140,7.974657
9.0,106,8.046866
0.0,6,8.050995
11.0,130,8.14039
20.0,164,8.254275
9.0,104,8.325139
3.0,38,8.351306
7.0,82,8.407106
20.0,164,8.518728
6.0,70,8.566551
1.0,16,8.577477
20.0,164,8.689097
5.0,62,8.73229
3.0,38,8.758327
8.0,90,8.819643
10.0,116,8.898754
