#{"t_start": 1772333209.0155447, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.22711
7.0,80,0.320974
12.0,140,0.485189
6.0,70,0.56736
7.0,84,0.665942
1.0,16,0.684755
2.0,26,0.715297
1.0,16,0.734129
4.0,48,0.790437
7.0,80,0.884283
17.0,188,1.104503
5.0,58,1.172528
6.0,72,1.256913
10.0,116,1.392851
1.0,16,1.411707
1.0,16,1.430539
10.0,116,1.566572
9.0,104,1.688498
7.0,84,1.786936
5.0,60,1.860521
2.0,26,1.893899
12.0,140,2.065291
12.0,142,2.233467
5.0,58,2.301579
9.0,102,2.421324
2.0,26,2.451934
3.0,38,2.496596
11.0,130,5.70336
5.0,60,5.780102
3.0,38,5.81818
6.0,70,5.888141
4.0,48,5.936177
11.0,126,6.062346
5.0,60,6.122367
1.0,16,6.138544
12.0,142,6.296063
12.0,138,6.448666
10.0,116,6.577758
4.0,48,6.630908
15.0,174,6.831074
9.0,104,6.946392
5.0,60,7.012939
15.0,166,7.196939
2.0,26,7.225829
12.0,140,7.380677
9.0,102,7.501566
7.0,82,7.597857
6.0,74,7.68474
8.0,92,7.792752
1.0,16,7.811607
9.0,102,11.014786
3.0,38,11.070788
11.0,126,11.220932
3.0,38,11.26309
6.0,70,11.343989
11.0,130,11.496663
6.0,70,11.578996
1.0,16,11.59786
1.0,16,11.616743
6.0,70,11.702867
1.0,16,11.721786
7.0,80,11.81575
1.0,16,11.834596
6.0,70,11.916765
3.0,38,11.961392
9.0,104,12.084015
15.0,166,12.278951
3.0,38,12.323631
4.0,48,12.380025
4.0,48,12.443864
6.0,70,12.526314
5.0,60,12.596892
13.0,152,12.776647
5.0,58,12.845007
12.0,138,13.00749
4.0,48,13.064064
7.0,84,13.16297
9.0,104,13.28542
