#{"t_start": 1772787040.4330175, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.931546
19.0,154,2.034959
5.0,60,2.075378
9.0,106,2.146433
7.0,80,2.200149
9.0,102,2.268407
6.0,74,2.317958
5.0,60,2.358126
11.0,130,2.445218
2.0,26,2.462702
8.0,92,2.524371
9.0,102,2.592883
19.0,154,2.696062
6.0,70,2.742995
11.0,126,2.827467
10.0,116,2.905214
6.0,72,2.953521
19.0,154,3.056789
11.0,126,3.141231
11.0,130,4.937759
9.0,104,5.03212
10.0,118,5.11544
9.0,102,5.183572
11.0,130,5.270498
19.0,154,5.373323
8.0,92,5.434774
6.0,70,5.481493
6.0,72,5.529589
20.0,164,5.639024
3.0,38,5.664435
11.0,130,5.751267
11.0,130,5.83816
8.0,96,5.902449
15.0,118,5.981196
11.0,126,6.065389
12.0,140,6.15981
11.0,130,6.246845
10.0,116,6.324656
20.0,164,8.162095
11.0,130,8.249738
9.0,102,8.317865
11.0,130,8.404797
12.0,140,8.498631
9.0,106,8.569385
0.0,6,8.573467
11.0,130,8.66034
20.0,164,8.769804
9.0,104,8.839386
3.0,38,8.864811
7.0,82,8.919609
20.0,164,9.02903
6.0,70,9.075775
1.0,16,9.08666
20.0,164,9.196559
5.0,62,9.237954
3.0,38,9.263389
8.0,90,9.323556
10.0,116,9.400955
