#{"t_start": 1772717905.1464753, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.35292
19.0,154,2.457914
5.0,60,2.498991
9.0,106,2.571021
7.0,80,2.625637
9.0,102,2.694939
6.0,74,2.745278
5.0,60,2.78839
11.0,130,2.876796
2.0,26,2.894551
8.0,92,2.957124
9.0,102,3.026513
19.0,154,3.144984
6.0,70,3.196316
11.0,126,3.282763
10.0,116,3.364192
6.0,72,3.413635
19.0,154,3.51897
11.0,126,3.605159
11.0,130,5.273849
9.0,104,5.382392
10.0,118,5.464437
9.0,102,5.533085
11.0,130,5.622404
19.0,154,5.726099
8.0,92,5.788253
6.0,70,5.835477
6.0,72,5.884059
20.0,164,5.99455
3.0,38,6.020255
11.0,130,6.107934
11.0,130,6.19559
8.0,96,6.260366
15.0,118,6.341641
11.0,126,6.426625
12.0,140,6.521014
11.0,130,6.608626
10.0,116,6.686822
20.0,164,8.387415
11.0,130,8.479532
9.0,102,8.549387
11.0,130,8.638473
12.0,140,8.734369
9.0,106,8.806805
0.0,6,8.810984
11.0,130,8.902025
20.0,164,9.022484
9.0,104,9.093906
3.0,38,9.120003
7.0,82,9.17614
20.0,164,9.288723
6.0,70,9.336638
1.0,16,9.34766
20.0,164,9.459819
5.0,62,9.502602
3.0,38,9.532586
8.0,90,9.594477
10.0,116,9.673946
