#{"t_start": 1772182128.6634786, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.153211
7.0,80,0.279379
12.0,140,0.471314
6.0,70,0.566983
7.0,84,0.681396
1.0,16,0.703287
2.0,26,0.738781
1.0,16,0.760633
4.0,48,0.82603
7.0,80,0.934885
17.0,188,1.190675
5.0,58,1.269717
6.0,72,1.367709
10.0,116,1.525536
1.0,16,1.547409
1.0,16,1.569272
10.0,116,1.727384
9.0,104,1.86897
7.0,84,1.983301
5.0,60,2.065079
2.0,26,2.100576
12.0,140,2.29105
12.0,142,2.484213
5.0,58,2.563203
9.0,102,2.70202
2.0,26,2.737547
3.0,38,2.78929
11.0,130,6.778317
5.0,60,6.877973
3.0,38,6.930335
6.0,70,7.026645
4.0,48,7.092648
11.0,126,7.264456
5.0,60,7.346312
1.0,16,7.368249
12.0,142,7.561933
12.0,138,7.751205
10.0,116,7.909634
4.0,48,7.975233
15.0,174,8.212818
9.0,104,8.354851
5.0,60,8.436815
15.0,166,8.664248
2.0,26,8.699911
12.0,140,8.89137
9.0,102,9.031001
7.0,82,9.145003
6.0,74,9.246403
8.0,92,9.372365
1.0,16,9.394338
9.0,102,13.324468
3.0,38,13.389935
11.0,126,13.581939
3.0,38,13.633903
6.0,70,13.729402
11.0,130,13.906619
9.0,106,14.05127
12.0,140,14.242209
15.0,166,14.468435
3.0,38,14.520264
9.0,106,14.664658
0.0,6,14.672933
12.0,140,14.863648
5.0,58,14.942923
6.0,70,15.038531
5.0,58,15.118433
6.0,70,15.21399
9.0,102,15.353068
12.0,140,15.543913
4.0,48,15.609445
0.0,6,15.617726
6.0,70,15.715482
7.0,80,15.824752
3.0,38,15.876728
6.0,74,15.977884
