#{"t_start": 1772219051.7762322, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.810119
19.0,154,2.900661
5.0,60,2.935821
9.0,106,2.997308
7.0,80,3.04374
9.0,102,3.102887
6.0,74,3.145812
5.0,60,3.180634
11.0,130,3.256349
2.0,26,3.272779
8.0,92,3.326229
9.0,102,3.385506
19.0,154,3.475088
6.0,70,3.515823
11.0,126,3.589135
10.0,116,3.657035
6.0,72,3.699168
19.0,154,3.790441
11.0,126,3.864093
11.0,130,5.35173
9.0,104,5.415798
10.0,118,5.484822
9.0,102,5.543144
11.0,130,5.617478
19.0,154,5.705692
8.0,92,5.758456
6.0,70,5.798573
6.0,72,5.83981
20.0,164,5.933666
3.0,38,5.95546
11.0,130,6.030201
11.0,130,6.104585
8.0,96,6.159605
15.0,118,6.227264
11.0,126,6.299518
12.0,140,6.379622
11.0,130,6.454388
10.0,116,6.521056
20.0,164,7.997943
11.0,130,8.074472
9.0,102,8.135473
11.0,130,8.211592
12.0,140,8.293318
9.0,106,8.355822
0.0,6,8.359509
11.0,130,8.437245
20.0,164,8.532586
9.0,104,8.59414
3.0,38,8.616423
7.0,82,8.665012
20.0,164,8.761171
6.0,70,8.803326
1.0,16,8.812978
20.0,164,8.909607
5.0,62,8.947405
3.0,38,8.969626
8.0,90,9.022253
10.0,116,9.09074
