#{"t_start": 1772260179.8466094, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.955371
19.0,154,3.056573
5.0,60,3.096326
9.0,106,3.165981
7.0,80,3.221901
9.0,102,3.288883
6.0,74,3.337344
5.0,60,3.377138
11.0,130,3.462328
2.0,26,3.479368
8.0,92,3.540009
9.0,102,3.606524
19.0,154,3.707519
6.0,70,3.753231
11.0,126,3.835556
10.0,116,3.911272
6.0,72,3.95822
19.0,154,4.058769
11.0,126,4.141726
11.0,130,6.297207
9.0,104,6.365458
10.0,118,6.442665
9.0,102,6.515269
11.0,130,6.601214
19.0,154,6.702672
8.0,92,6.763253
6.0,70,6.809144
6.0,72,6.85635
20.0,164,6.968105
3.0,38,6.993385
11.0,130,7.078584
11.0,130,7.164468
8.0,96,7.227432
15.0,118,7.304834
11.0,126,7.387558
12.0,140,7.48139
11.0,130,7.568697
10.0,116,7.645787
20.0,164,9.481948
11.0,130,9.569031
9.0,102,9.637279
11.0,130,9.724225
12.0,140,9.817822
9.0,106,9.888735
0.0,6,9.892834
11.0,130,9.979745
20.0,164,10.08941
9.0,104,10.159014
3.0,38,10.184505
7.0,82,10.239367
20.0,164,10.349085
6.0,70,10.395933
1.0,16,10.406687
20.0,164,10.516531
5.0,62,10.558253
3.0,38,10.583846
8.0,90,10.644355
10.0,116,10.722308
