#{"t_start": 1772181013.029972, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.119184
7.0,80,0.225253
12.0,140,0.397049
6.0,70,0.482586
7.0,84,0.585195
1.0,16,0.604789
2.0,26,0.636598
1.0,16,0.656191
4.0,48,0.714839
7.0,80,0.812505
17.0,188,1.041728
5.0,58,1.112571
6.0,72,1.200465
10.0,116,1.341993
1.0,16,1.361617
1.0,16,1.381203
10.0,116,1.522684
9.0,104,1.649553
7.0,84,1.752034
5.0,60,1.825285
2.0,26,1.857037
12.0,140,2.028125
12.0,142,2.201715
5.0,58,2.272731
9.0,102,2.397465
2.0,26,2.429368
3.0,38,2.475888
11.0,130,5.524605
5.0,60,5.599137
3.0,38,5.646267
6.0,70,5.73548
4.0,48,5.794882
11.0,126,5.950386
5.0,60,6.024529
1.0,16,6.044527
12.0,142,6.22336
12.0,138,6.401275
10.0,116,6.544276
4.0,48,6.603459
15.0,174,6.818088
9.0,104,6.946221
5.0,60,7.020108
15.0,166,7.226376
2.0,26,7.258495
12.0,140,7.43087
9.0,102,7.556475
7.0,82,7.658581
6.0,74,7.7499
8.0,92,7.863299
1.0,16,7.883067
9.0,102,10.923863
3.0,38,10.977175
11.0,128,11.152615
5.0,58,11.224097
3.0,38,11.272264
3.0,38,11.319212
7.0,82,11.420296
15.0,166,11.625175
12.0,136,11.792775
5.0,58,11.864271
3.0,38,11.913078
15.0,166,12.117694
9.0,104,12.246999
6.0,70,12.333298
2.0,26,12.365443
7.0,82,12.466442
6.0,72,12.555192
12.0,140,12.727901
8.0,90,12.840334
7.0,80,12.939097
1.0,16,12.958947
7.0,80,13.057872
9.0,104,13.186377
4.0,48,13.245606
7.0,80,13.344416
5.0,58,13.41598
