r,l
140.0,6213
156.0,6489
273.0,6313
328.0,8530
285.0,7719
121.0,5673
69.0,4392
232.0,5549
91.0,4795
87.0,3585
305.0,4191
307.0,7235
109.0,5627
93.0,5039
