,seed,perturbation,base_reward,perturbed_reward
142,14,2.1544346900318822e-07,1824.3761623230928,1825.0004816147728
143,14,1e-06,1824.3761623230928,1823.8335872964792
144,14,4.641588833612773e-06,1824.3761623230928,1823.409401694306
145,14,2.1544346900318823e-05,1824.3761623230928,1819.998175948147
146,14,0.0001,1824.3761623230928,1828.098574959114
147,14,0.00046415888336127724,1824.3761623230928,1554.338510137591
148,14,0.002154434690031882,1824.3761623230928,1546.6346621901694
149,14,0.01,1824.3761623230928,2653.9367405851704
150,15,1e-08,1799.1047397270042,1799.1062743348252
151,15,4.641588833612782e-08,1799.1047397270042,1799.111876739953
152,15,2.1544346900318822e-07,1799.1047397270042,1799.90249958378
153,15,1e-06,1799.1047397270042,1800.2791674030525
154,15,4.641588833612773e-06,1799.1047397270042,1787.5883275263725
155,15,2.1544346900318823e-05,1799.1047397270042,2261.618934901243
156,15,0.0001,1799.1047397270042,2264.9999296886845
157,15,0.00046415888336127724,1799.1047397270042,1824.647596512318
158,15,0.002154434690031882,1799.1047397270042,1476.664651477827
159,15,0.01,1799.1047397270042,2061.328271439409
160,16,1e-08,2095.2242100719777,2095.2570004562267
161,16,4.641588833612782e-08,2095.2242100719777,2095.1746272783707
162,16,2.1544346900318822e-07,2095.2242100719777,2075.9596194391956
163,16,1e-06,2095.2242100719777,2075.231106112137
164,16,4.641588833612773e-06,2095.2242100719777,1823.2281532812528
165,16,2.1544346900318823e-05,2095.2242100719777,2073.889176500563
166,16,0.0001,2095.2242100719777,2275.2850366957346
167,16,0.00046415888336127724,2095.2242100719777,2082.6665423761233
168,16,0.002154434690031882,2095.2242100719777,2237.689453127932
169,16,0.01,2095.2242100719777,1788.150272917806
170,17,1e-08,1513.6118393458723,1513.6118283179587
171,17,4.641588833612782e-08,1513.6118393458723,1513.6117881588348
172,17,2.1544346900318822e-07,1513.6118393458723,1513.6116017541742
173,17,1e-06,1513.6118393458723,1513.6107365126336
