#{"t_start": 1772528153.23065, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.121229
7.0,80,0.238876
12.0,140,0.4181
6.0,70,0.511026
7.0,84,0.622929
1.0,16,0.644207
2.0,26,0.678673
1.0,16,0.699943
4.0,48,0.763688
7.0,80,0.869739
17.0,188,1.118745
5.0,58,1.195742
6.0,72,1.291258
10.0,116,1.445373
1.0,16,1.466716
1.0,16,1.488036
10.0,116,1.641846
9.0,104,1.779713
7.0,84,1.891087
5.0,60,1.970619
2.0,26,2.005365
12.0,140,2.190911
12.0,142,2.37923
5.0,58,2.456292
9.0,102,2.591813
2.0,26,2.626449
3.0,38,2.676988
11.0,130,6.662079
5.0,60,6.745993
3.0,38,6.79464
6.0,70,6.88435
4.0,48,6.945954
11.0,126,7.109642
5.0,60,7.189442
1.0,16,7.21079
12.0,142,7.399424
12.0,138,7.582694
10.0,116,7.736725
4.0,48,7.800511
15.0,174,8.031604
9.0,104,8.172434
5.0,60,8.252353
15.0,166,8.473248
2.0,26,8.508007
12.0,140,8.694443
9.0,102,8.830142
7.0,82,8.942521
6.0,74,9.04122
8.0,92,9.164106
1.0,16,9.1855
9.0,102,12.938923
3.0,38,13.004322
11.0,126,13.176144
3.0,38,13.224822
6.0,70,13.314318
11.0,130,13.480519
9.0,106,13.619001
12.0,140,13.805108
15.0,166,14.025657
3.0,38,14.076212
9.0,106,14.216991
0.0,6,14.225049
12.0,140,14.411041
5.0,58,14.488168
6.0,70,14.581128
5.0,58,14.658216
6.0,70,14.751235
9.0,102,14.886748
12.0,140,15.072734
4.0,48,15.136521
0.0,6,15.144586
6.0,70,15.237534
7.0,80,15.343802
3.0,38,15.394382
6.0,74,15.49265
