#{"t_start": 1772527294.614541, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.308847
19.0,154,2.41178
5.0,60,2.451856
9.0,106,2.5226
7.0,80,2.576061
9.0,102,2.644093
6.0,74,2.693743
5.0,60,2.733768
11.0,130,2.820465
2.0,26,2.83789
8.0,92,2.899305
9.0,102,2.96736
19.0,154,3.070174
6.0,70,3.116941
11.0,126,3.204213
10.0,116,3.281641
6.0,72,3.329665
19.0,154,3.432398
11.0,126,3.516468
11.0,130,5.17552
9.0,104,5.251613
10.0,118,5.331631
9.0,102,5.399937
11.0,130,5.487269
19.0,154,5.590427
8.0,92,5.653977
6.0,70,5.701147
6.0,72,5.749471
20.0,164,5.864733
3.0,38,5.89066
11.0,130,5.978138
11.0,130,6.065644
8.0,96,6.130255
15.0,118,6.209846
11.0,126,6.296477
12.0,140,6.393054
11.0,130,6.490912
10.0,116,6.599777
20.0,164,8.436091
11.0,130,8.523035
9.0,102,8.591243
11.0,130,8.679918
12.0,140,8.773516
9.0,106,8.844272
0.0,6,8.848355
11.0,130,8.93511
20.0,164,9.044561
9.0,104,9.11397
3.0,38,9.139906
7.0,82,9.194827
20.0,164,9.304998
6.0,70,9.351774
1.0,16,9.362495
20.0,164,9.471842
5.0,62,9.525036
3.0,38,9.55391
8.0,90,9.620199
10.0,116,9.706156
