#{"t_start": 1772786128.1096396, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.36062
19.0,154,2.448323
5.0,60,2.491449
9.0,106,2.55924
7.0,80,2.607918
9.0,102,2.670019
6.0,74,2.713563
5.0,60,2.747481
11.0,130,2.82098
2.0,26,2.835745
8.0,92,2.887824
9.0,102,2.947687
19.0,154,3.034867
6.0,70,3.074572
11.0,126,3.146224
10.0,116,3.212247
6.0,72,3.253264
19.0,154,3.340744
11.0,126,3.412303
11.0,130,5.034493
9.0,104,5.096802
10.0,118,5.166324
9.0,102,5.224797
11.0,130,5.29892
19.0,154,5.386628
8.0,92,5.439254
6.0,70,5.479218
6.0,72,5.520226
20.0,164,5.613986
3.0,38,5.635647
11.0,130,5.709768
11.0,130,5.783751
8.0,96,5.838464
15.0,118,5.905731
11.0,126,5.977393
12.0,140,6.057287
11.0,130,6.131616
10.0,116,6.197675
20.0,164,7.786921
11.0,130,7.861953
9.0,102,7.919935
11.0,130,7.993845
12.0,140,8.073529
9.0,106,8.133836
0.0,6,8.137312
11.0,130,8.211267
20.0,164,8.304684
9.0,104,8.364175
3.0,38,8.385824
7.0,82,8.432454
20.0,164,8.525733
6.0,70,8.565561
1.0,16,8.574693
20.0,164,8.668208
5.0,62,8.703629
3.0,38,8.725393
8.0,90,8.776937
10.0,116,8.843241
