#{"t_start": 1773132342.3025997, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.120895
7.0,80,0.221875
12.0,140,0.386784
6.0,70,0.466231
7.0,84,0.561687
1.0,16,0.579983
2.0,26,0.609625
1.0,16,0.627892
4.0,48,0.682487
7.0,80,0.773462
17.0,188,0.9872
5.0,58,1.053234
6.0,72,1.135143
10.0,116,1.266939
1.0,16,1.285156
1.0,16,1.303411
10.0,116,1.435304
9.0,104,1.553454
7.0,84,1.649372
5.0,60,1.717727
2.0,26,1.747399
12.0,140,1.906698
12.0,142,2.068372
5.0,58,2.134493
9.0,102,2.250651
2.0,26,2.280311
3.0,38,2.323599
11.0,130,5.467287
5.0,60,5.544508
3.0,38,5.593412
6.0,70,5.6833
4.0,48,5.737832
11.0,126,5.880763
5.0,60,5.948843
1.0,16,5.967028
12.0,142,6.127982
12.0,138,6.284326
10.0,116,6.415931
4.0,48,6.470353
15.0,174,6.667535
9.0,104,6.785391
5.0,60,6.853529
15.0,166,7.041505
2.0,26,7.071045
12.0,140,7.229838
9.0,102,7.345417
7.0,82,7.438434
6.0,74,7.522296
8.0,92,7.626511
1.0,16,7.644734
9.0,102,10.213332
3.0,38,10.256853
11.0,126,10.400582
3.0,38,10.443907
6.0,70,10.523718
9.0,106,10.64434
1.0,16,10.662614
13.0,154,10.838965
12.0,136,10.993813
5.0,58,11.059798
3.0,38,11.103084
15.0,166,11.291789
9.0,106,11.412283
9.0,104,11.531968
1.0,16,11.550264
3.0,38,11.593466
9.0,102,11.709432
6.0,70,11.789156
12.0,140,11.948473
6.0,70,12.028175
8.0,90,12.13153
1.0,16,12.14987
6.0,70,12.229611
6.0,70,12.309345
4.0,48,12.364097
10.0,116,12.49604
