#{"t_start": 1772855371.2996776, "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,2.400577
-500.0,500,3.270143
-500.0,500,4.136405
-500.0,500,5.002282
-500.0,500,7.811688
-500.0,500,8.674911
-500.0,500,9.538659
-500.0,500,10.404325
-500.0,500,13.050088
-500.0,500,13.911099
-500.0,500,14.775414
-500.0,500,15.639216
-500.0,500,18.278509
-500.0,500,19.141462
-500.0,500,20.005015
-500.0,500,20.867898
-500.0,500,23.511491
-500.0,500,24.374465
-466.0,467,25.180027
-500.0,500,26.040908
-500.0,500,28.680596
-485.0,486,29.522402
-298.0,299,30.03653
-343.0,344,30.630395
-461.0,462,31.426849
-340.0,341,33.790553
-410.0,411,34.497527
-500.0,500,35.358276
-212.0,213,35.724685
-313.0,314,36.264048
-417.0,418,36.983155
-373.0,374,39.408726
-246.0,247,39.83505
-192.0,193,40.167841
-293.0,294,40.674738
-212.0,213,41.042795
-352.0,353,41.651332
-258.0,259,42.097612
-338.0,339,44.466641
-185.0,186,44.787632
-255.0,256,45.229242
-146.0,147,45.482838
-270.0,271,45.950461
-243.0,244,46.372713
-225.0,226,46.762408
-207.0,208,47.121236
-193.0,194,47.455615
-227.0,228,49.630824
-206.0,207,49.98794
-222.0,223,50.372269
-225.0,226,50.761782
-138.0,139,51.00132
-245.0,246,51.426303
-216.0,217,51.800445
-177.0,178,52.107161
-167.0,168,52.396588
-206.0,207,52.75321
-159.0,160,53.028902
-165.0,166,55.09141
-172.0,173,55.389224
-141.0,142,55.633841
-135.0,136,55.867986
-140.0,141,56.110774
-202.0,203,56.460361
-186.0,187,56.783291
-152.0,153,57.046856
-129.0,130,57.270714
-150.0,151,57.530699
-142.0,143,57.776915
-181.0,182,58.090178
-172.0,173,60.170817
-255.0,256,60.610985
-141.0,142,60.854806
-132.0,133,61.083185
-107.0,108,61.268549
-128.0,129,61.49026
-127.0,128,61.710165
-150.0,151,61.969522
-139.0,140,62.210177
-184.0,185,62.528175
-152.0,153,62.790989
-121.0,122,63.001051
-120.0,121,63.20883
-126.0,127,63.426915
-112.0,113,63.621167
-105.0,106,65.579188
-146.0,147,65.832721
-160.0,161,66.110227
-118.0,119,66.316054
-112.0,113,66.510942
-124.0,125,66.726168
-139.0,140,66.967246
-121.0,122,67.177325
-148.0,149,67.433917
-129.0,130,67.65788
-150.0,151,67.917739
-100.0,101,68.091582
-128.0,129,68.313723
-111.0,112,68.506639
-118.0,119,68.71156
-127.0,128,68.931832
-165.0,166,70.99598
-138.0,139,71.234759
-184.0,185,71.552634
-110.0,111,71.743168
-116.0,117,71.943913
-147.0,148,72.197901
-119.0,120,72.403777
-146.0,147,72.657088
-137.0,138,72.894066
-107.0,108,73.079371
-154.0,155,73.345533
-107.0,108,73.530873
-114.0,115,73.728444
-156.0,157,74.001954
-107.0,108,74.188156
-265.0,266,76.427306
-152.0,153,76.691181
-93.0,94,76.853097
-86.0,87,77.003021
-102.0,103,77.180629
-96.0,97,77.348127
-91.0,92,77.5068
-81.0,82,77.648168
-134.0,135,77.880837
-90.0,91,78.037607
-83.0,84,78.182269
-111.0,112,78.375201
-106.0,107,78.559648
-129.0,130,78.783719
-120.0,121,78.992177
-103.0,104,79.1712
-101.0,102,79.347289
-158.0,159,81.399712
-87.0,88,81.551489
-96.0,97,81.718537
-101.0,102,81.894269
-92.0,93,82.054395
-106.0,107,82.23888
-89.0,90,82.393844
-122.0,123,82.605624
-91.0,92,82.764112
-151.0,152,83.026734
-106.0,107,83.211097
-131.0,132,83.438515
-115.0,116,83.638481
-102.0,103,83.815803
-94.0,95,83.979288
-92.0,93,84.13937
-87.0,88,84.291098
-113.0,114,84.487514
-93.0,94,84.649268
-127.0,128,84.86974
-153.0,154,86.913959
-113.0,114,87.110603
-90.0,91,87.267536
-118.0,119,87.472543
-113.0,114,87.66903
-129.0,130,87.893147
-116.0,117,88.094724
-95.0,96,88.260144
-94.0,95,88.423746
-112.0,113,88.618476
-93.0,94,88.780443
-93.0,94,88.942426
-92.0,93,89.108131
-101.0,102,89.284021
-91.0,92,89.442963
-79.0,80,89.580825
-96.0,97,89.748083
-77.0,78,89.883448
-81.0,82,90.024779
-109.0,110,91.989122
-86.0,87,92.139181
-87.0,88,92.290936
-90.0,91,92.447723
-95.0,96,92.613031
-98.0,99,92.783955
-132.0,133,93.013414
-114.0,115,93.21165
-117.0,118,93.415118
-101.0,102,93.590812
-88.0,89,93.744111
-81.0,82,93.885443
-98.0,99,94.056018
-73.0,74,94.184898
-99.0,100,94.357483
-95.0,96,94.522965
-86.0,87,94.673039
-85.0,86,94.821553
-128.0,129,95.043924
-108.0,109,95.231841
-116.0,117,95.433501
-181.0,182,97.527704
-112.0,113,97.722471
-92.0,93,97.882631
-104.0,105,98.063457
-85.0,86,98.211636
-101.0,102,98.387336
-99.0,100,98.560018
-99.0,100,98.73226
-102.0,103,98.90987
-75.0,76,99.040642
-89.0,90,99.195554
-108.0,109,99.383295
-100.0,101,99.55706
-80.0,81,99.696585
-85.0,86,99.844551
-74.0,75,99.973661
-86.0,87,100.1236
-96.0,97,100.290607
-79.0,80,100.428347
-65.0,66,100.542027
-82.0,83,100.684856
-97.0,98,102.630211
-161.0,162,102.909803
-122.0,123,103.121357
-81.0,82,103.262286
-70.0,71,103.384278
-103.0,104,103.562944
-106.0,107,103.746625
-80.0,81,103.886037
-87.0,88,104.039358
-104.0,105,104.220419
-95.0,96,104.385412
-76.0,77,104.517905
-156.0,157,104.787691
-120.0,121,104.995746
-100.0,101,105.169225
-140.0,141,105.411619
-87.0,88,105.562811
-104.0,105,105.74312
-88.0,89,105.895987
-66.0,67,106.011265
-82.0,83,107.927998
-89.0,90,108.083212
-79.0,80,108.221026
-86.0,87,108.37098
-86.0,87,108.520689
-82.0,83,108.663666
-83.0,84,108.808262
-113.0,114,109.004519
-92.0,93,109.164595
-78.0,79,109.300577
-110.0,111,109.491623
-75.0,76,109.622408
-71.0,72,109.746327
-85.0,86,109.894279
-110.0,111,110.085435
-100.0,101,110.25935
-82.0,83,110.402255
-114.0,115,110.600229
-97.0,98,110.769061
-78.0,79,110.906124
-76.0,77,111.038835
-88.0,89,111.192074
-108.0,109,111.379875
-63.0,64,113.268605
-135.0,136,113.502642
-118.0,119,113.707231
-92.0,93,113.867173
-65.0,66,113.980687
-86.0,87,114.130154
-105.0,106,114.312298
-89.0,90,114.467118
-83.0,84,114.611505
-102.0,103,114.788381
-85.0,86,114.936167
-75.0,76,115.066784
-88.0,89,115.219809
-80.0,81,115.359038
-99.0,100,115.53089
-75.0,76,115.661556
-84.0,85,115.807789
-98.0,99,115.979127
-80.0,81,116.118399
-92.0,93,116.278381
-92.0,93,116.438318
-84.0,85,116.584665
-109.0,110,118.548393
-89.0,90,118.70332
-89.0,90,118.858346
-81.0,82,119.003282
-97.0,98,119.172648
-80.0,81,119.312232
-106.0,107,119.496409
-91.0,92,119.655002
-89.0,90,119.810086
-127.0,128,120.03081
-98.0,99,120.201492
-80.0,81,120.341099
-82.0,83,120.484213
-102.0,103,120.661761
-103.0,104,120.841145
-79.0,80,120.979035
-122.0,123,121.191697
-134.0,135,121.424378
-101.0,102,121.600123
-94.0,95,121.763846
-72.0,73,121.889614
-216.0,217,124.040262
-93.0,94,124.202063
-91.0,92,124.360372
-146.0,147,124.613305
-80.0,81,124.752619
-98.0,99,124.922917
-73.0,74,125.050118
-72.0,73,125.175629
-97.0,98,125.344239
-85.0,86,125.492206
-99.0,100,125.664188
-105.0,106,125.84638
-92.0,93,126.006413
-96.0,97,126.174333
-84.0,85,126.320591
-89.0,90,126.475446
-98.0,99,126.645686
-81.0,82,126.786836
-103.0,104,126.965689
-82.0,83,127.108351
-77.0,78,127.242414
-75.0,76,129.150336
-110.0,111,129.341048
-93.0,94,129.50244
-94.0,95,129.665461
-75.0,76,129.796125
-77.0,78,129.930408
-70.0,71,130.052794
-84.0,85,130.199166
-88.0,89,130.352232
-83.0,84,130.496735
-63.0,64,130.606835
-65.0,66,130.720376
-101.0,102,130.895998
-61.0,62,131.002652
-84.0,85,131.149665
-71.0,72,131.273624
-99.0,100,131.445691
-88.0,89,131.598813
-87.0,88,131.750142
-237.0,238,132.159528
-96.0,97,132.326265
-102.0,103,132.503355
