#{"t_start": 1772239945.3931553, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,3.10809
19.0,154,3.21564
5.0,60,3.256437
9.0,106,3.328065
7.0,80,3.382272
9.0,102,3.451218
6.0,74,3.501173
5.0,60,3.541677
11.0,130,3.629685
2.0,26,3.647307
8.0,92,3.709488
9.0,102,3.778344
19.0,154,3.885726
6.0,70,3.933168
11.0,126,4.018184
10.0,116,4.096477
6.0,72,4.145334
19.0,154,4.249354
11.0,126,4.33446
11.0,130,6.202267
9.0,104,6.301796
10.0,118,6.386682
9.0,102,6.458055
11.0,130,6.548963
19.0,154,6.656074
8.0,92,6.722258
6.0,70,6.771057
6.0,72,6.819806
20.0,164,6.930653
3.0,38,6.956394
11.0,130,7.044285
11.0,130,7.13263
8.0,96,7.198193
15.0,118,7.277997
11.0,126,7.363569
12.0,140,7.458253
11.0,130,7.546453
10.0,116,7.62529
20.0,164,9.475087
11.0,130,9.562793
9.0,102,9.631809
11.0,130,9.721429
12.0,140,9.816659
9.0,106,9.888361
0.0,6,9.892514
11.0,130,9.980437
20.0,164,10.091372
9.0,104,10.161852
3.0,38,10.187728
7.0,82,10.243369
20.0,164,10.354935
6.0,70,10.402355
1.0,16,10.413234
20.0,164,10.524327
5.0,62,10.568819
3.0,38,10.607744
8.0,90,10.694805
10.0,116,10.778181
