#{"t_start": 1773132099.38229, "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,1.50136
-500.0,500,1.991608
-500.0,500,2.475022
-500.0,500,2.958485
-500.0,500,4.748406
-500.0,500,5.237181
-500.0,500,5.725016
-500.0,500,6.21302
-500.0,500,7.857673
-500.0,500,8.341841
-500.0,500,8.827067
-500.0,500,9.311897
-500.0,500,10.952615
-500.0,500,11.438995
-500.0,500,11.92331
-500.0,500,12.408924
-500.0,500,14.051396
-500.0,500,14.536195
-466.0,467,14.989068
-500.0,500,15.472404
-500.0,500,17.111943
-485.0,486,17.584852
-298.0,299,17.875454
-343.0,344,18.210314
-461.0,462,18.65888
-340.0,341,20.142603
-410.0,411,20.541023
-500.0,500,21.025644
-212.0,213,21.232183
-313.0,314,21.536026
-417.0,418,21.940039
-373.0,374,23.456616
-246.0,247,23.696908
-192.0,193,23.884212
-293.0,294,24.169076
-212.0,213,24.375509
-352.0,353,24.717791
-258.0,259,24.970445
-338.0,339,26.452259
-185.0,186,26.633921
-255.0,256,26.882519
-146.0,147,27.0252
-270.0,271,27.288615
-243.0,244,27.525572
-225.0,226,27.745322
-207.0,208,27.949995
-193.0,194,28.139616
-227.0,228,29.514668
-206.0,207,29.715679
-222.0,223,29.932797
-225.0,226,30.151992
-138.0,139,30.286539
-245.0,246,30.524903
-216.0,217,30.735187
-177.0,178,30.907914
-167.0,168,31.071025
-206.0,207,31.271706
-159.0,160,31.427487
-165.0,166,32.740587
-172.0,173,32.908945
-141.0,142,33.046898
-135.0,136,33.17883
-140.0,141,33.316465
-202.0,203,33.513617
-186.0,187,33.695023
-152.0,153,33.843468
-129.0,130,33.969687
-150.0,151,34.116169
-142.0,143,34.255164
-181.0,182,34.431636
-172.0,173,35.75164
-255.0,256,36.000639
-141.0,142,36.138378
-132.0,133,36.267618
-107.0,108,36.372378
-128.0,129,36.497881
-127.0,128,36.622248
-150.0,151,36.768777
-139.0,140,36.904681
-184.0,185,37.085262
-152.0,153,37.233435
-121.0,122,37.351901
-120.0,121,37.4692
-126.0,127,37.59234
-112.0,113,37.701838
-105.0,106,38.956303
-168.0,169,39.120669
-111.0,112,39.229872
-208.0,209,39.433182
-150.0,151,39.57969
-136.0,137,39.712455
-182.0,183,39.889965
-118.0,119,40.005368
-155.0,156,40.15672
-130.0,131,40.283996
-121.0,122,40.402498
-132.0,133,40.53147
-153.0,154,40.680883
-131.0,132,40.808916
-152.0,153,42.109704
-131.0,132,42.237961
-120.0,121,42.355446
-147.0,148,42.499449
-133.0,134,42.62951
-146.0,147,42.77213
-94.0,95,42.867081
-114.0,115,42.979914
-172.0,173,43.148408
-116.0,117,43.262027
-96.0,97,43.356115
-138.0,139,43.49088
-115.0,116,43.603389
-126.0,127,43.726572
-111.0,112,43.835079
-127.0,128,43.959019
-125.0,126,45.233345
-122.0,123,45.353601
-98.0,99,45.450121
-89.0,90,45.537399
-95.0,96,45.630722
-105.0,106,45.734153
-93.0,94,45.825691
-95.0,96,45.918896
-111.0,112,46.027659
-94.0,95,46.119819
-111.0,112,46.228649
-106.0,107,46.332422
-90.0,91,46.420753
-112.0,113,46.53062
-85.0,86,46.614139
-110.0,111,46.72188
-94.0,95,46.814012
-100.0,101,46.911921
-100.0,101,47.009856
-97.0,98,47.104802
-128.0,129,48.383308
-125.0,126,48.505975
-150.0,151,48.652563
-111.0,112,48.761321
-103.0,104,48.862281
-83.0,84,48.94379
-80.0,81,49.022657
-101.0,102,49.121783
-75.0,76,49.195822
