#{"t_start": 1773121622.3690386, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.103383
7.0,80,0.207306
12.0,140,0.388737
6.0,70,0.482109
7.0,84,0.607302
1.0,16,0.628147
2.0,26,0.661779
1.0,16,0.682482
4.0,48,0.744503
7.0,80,0.8478
17.0,188,1.090528
5.0,58,1.165428
6.0,72,1.258431
10.0,116,1.408306
1.0,16,1.429039
1.0,16,1.449736
10.0,116,1.599419
9.0,104,1.733762
7.0,84,1.842302
5.0,60,1.919849
2.0,26,1.953491
12.0,140,2.134116
12.0,142,2.317353
5.0,58,2.392379
9.0,102,2.52407
2.0,26,2.557712
3.0,38,2.606848
11.0,130,5.767891
5.0,60,5.846396
3.0,38,5.89587
6.0,70,5.98702
4.0,48,6.049536
11.0,126,6.213568
5.0,60,6.299567
1.0,16,6.324221
12.0,142,6.522392
12.0,138,6.702055
10.0,116,6.854878
4.0,48,6.917381
15.0,174,7.143855
9.0,104,7.279202
5.0,60,7.359022
15.0,166,7.575332
2.0,26,7.609341
12.0,140,7.791952
9.0,102,7.924968
7.0,82,8.031925
6.0,74,8.128476
8.0,92,8.248438
1.0,16,8.269356
9.0,102,11.152797
3.0,38,11.202714
11.0,126,11.362061
3.0,38,11.409761
6.0,70,11.497413
9.0,106,11.635752
1.0,16,11.659221
13.0,154,11.868275
12.0,136,12.046084
5.0,58,12.133801
3.0,38,12.192133
15.0,166,12.414562
9.0,106,12.557501
9.0,104,12.711832
1.0,16,12.732723
3.0,38,12.782254
9.0,102,12.915049
6.0,70,13.006196
12.0,140,13.188396
6.0,70,13.285151
8.0,90,13.42304
1.0,16,13.444715
6.0,70,13.535837
6.0,70,13.626947
4.0,48,13.689497
10.0,116,13.84083
