#{"t_start": 1772718079.1412325, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.700494
19.0,154,1.816949
5.0,60,1.862379
9.0,106,1.942547
7.0,80,2.003132
9.0,102,2.080635
6.0,74,2.136466
5.0,60,2.182129
11.0,130,2.279772
2.0,26,2.29937
8.0,92,2.368505
9.0,102,2.445075
19.0,154,2.560787
6.0,70,2.613346
11.0,126,2.708046
10.0,116,2.795178
6.0,72,2.849277
19.0,154,2.966899
11.0,126,3.061704
11.0,130,5.262772
9.0,104,5.346981
10.0,118,5.436669
9.0,102,5.51394
11.0,130,5.612229
19.0,154,5.72861
8.0,92,5.798137
6.0,70,5.850998
6.0,72,5.905491
20.0,164,6.029328
3.0,38,6.058127
11.0,130,6.156379
11.0,130,6.254846
8.0,96,6.327421
15.0,118,6.416591
11.0,126,6.511835
12.0,140,6.617666
11.0,130,6.715969
10.0,116,6.803687
20.0,164,9.006216
11.0,130,9.104956
9.0,102,9.182285
11.0,130,9.280786
12.0,140,9.387032
9.0,106,9.467388
0.0,6,9.472007
11.0,130,9.570533
20.0,164,9.694825
9.0,104,9.773721
3.0,38,9.802586
7.0,82,9.864761
20.0,164,9.989072
6.0,70,10.042283
1.0,16,10.05447
20.0,164,10.17881
5.0,62,10.22594
3.0,38,10.254947
8.0,90,10.323318
10.0,116,10.411414
