#{"t_start": 1772185852.141744, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.885632
19.0,154,2.992645
5.0,60,3.034423
9.0,106,3.108097
7.0,80,3.164198
9.0,102,3.238173
6.0,74,3.289759
5.0,60,3.331984
11.0,130,3.422056
2.0,26,3.440115
8.0,92,3.503801
9.0,102,3.574873
19.0,154,3.681457
6.0,70,3.730262
11.0,126,3.818971
10.0,116,3.899367
6.0,72,3.949197
19.0,154,4.055905
11.0,126,4.143108
11.0,130,6.27952
9.0,104,6.377856
10.0,118,6.462101
9.0,102,6.532864
11.0,130,6.623431
19.0,154,6.73124
8.0,92,6.796992
6.0,70,6.846307
6.0,72,6.896418
20.0,164,7.010539
3.0,38,7.037008
11.0,130,7.127621
11.0,130,7.218126
8.0,96,7.285085
15.0,118,7.367431
11.0,126,7.457259
12.0,140,7.555146
11.0,130,7.646039
10.0,116,7.726903
20.0,164,9.895689
11.0,130,9.989125
9.0,102,10.060621
11.0,130,10.151407
12.0,140,10.249438
9.0,106,10.323352
0.0,6,10.327612
11.0,130,10.435014
20.0,164,10.558542
9.0,104,10.631729
3.0,38,10.658439
7.0,82,10.716123
20.0,164,10.830697
6.0,70,10.882909
1.0,16,10.894286
20.0,164,11.011791
5.0,62,11.05649
3.0,38,11.083621
8.0,90,11.150567
10.0,116,11.24074
