#{"t_start": 1773132067.6783922, "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,3.038188
-500.0,500,4.165929
-500.0,500,5.283789
-500.0,500,6.41063
-500.0,500,10.085866
-500.0,500,11.210398
-500.0,500,12.331758
-500.0,500,13.451581
-500.0,500,16.930029
-500.0,500,18.052009
-500.0,500,19.172664
-500.0,500,20.293357
-500.0,500,23.797123
-500.0,500,24.916574
-500.0,500,26.036584
-500.0,500,27.156148
-500.0,500,30.649238
-500.0,500,31.771613
-466.0,467,32.818467
-500.0,500,33.937922
-500.0,500,37.460478
-485.0,486,38.56316
-298.0,299,39.235259
-343.0,344,40.004866
-461.0,462,41.038883
-340.0,341,44.165128
-410.0,411,45.084799
-500.0,500,46.201359
-212.0,213,46.677796
-313.0,314,47.380268
-417.0,418,48.321356
-373.0,374,51.532934
-246.0,247,52.085701
-192.0,193,52.51794
-293.0,294,53.175474
-212.0,213,53.651892
-352.0,353,54.441148
-258.0,259,55.02085
-338.0,339,58.14122
-185.0,186,58.557469
-255.0,256,59.130216
-146.0,147,59.459206
-194.0,195,59.896753
-208.0,209,60.364233
-237.0,238,60.896575
-201.0,202,61.348158
-248.0,249,61.90522
-202.0,203,62.359443
-216.0,217,65.207596
-195.0,196,65.64611
-190.0,191,66.073471
-229.0,230,66.599821
-210.0,211,67.071717
-223.0,224,67.572478
-215.0,216,68.055787
-162.0,163,68.420575
-158.0,159,68.776335
-141.0,142,69.093831
-213.0,214,71.930232
-145.0,146,72.256731
-199.0,200,72.704917
-167.0,168,73.080488
-212.0,213,73.556651
-154.0,155,73.903062
-186.0,187,74.321216
-163.0,164,74.687643
-119.0,120,74.95604
-184.0,185,75.370742
-167.0,168,75.746166
-126.0,127,76.029983
-156.0,157,78.741996
-139.0,140,79.054818
-114.0,115,79.313154
-117.0,118,79.576689
-144.0,145,79.900696
-120.0,121,80.170935
-121.0,122,80.443412
-120.0,121,80.713657
-129.0,130,81.003931
-129.0,130,81.317009
-243.0,244,81.863159
-149.0,150,82.198239
-196.0,197,82.638836
-138.0,139,82.949449
-105.0,106,83.186009
-126.0,127,85.831839
-133.0,134,86.131627
-180.0,181,86.537011
-119.0,120,86.80533
-114.0,115,87.062417
-125.0,126,87.344228
-200.0,201,87.793764
-156.0,157,88.144874
-153.0,154,88.489274
-130.0,131,88.782094
-116.0,117,89.043642
-103.0,104,89.276029
-122.0,123,89.551039
-171.0,172,89.936707
-141.0,142,92.61322
-130.0,131,92.906331
-160.0,161,93.266387
-91.0,92,93.47205
-103.0,104,93.704405
-125.0,126,93.987609
-119.0,120,94.255838
-172.0,173,94.642627
-129.0,130,94.93323
-120.0,121,95.203728
-127.0,128,95.489841
-156.0,157,95.841034
-120.0,121,96.111535
-172.0,173,96.512966
-97.0,98,96.732193
-104.0,105,96.966896
-97.0,98,99.548819
-113.0,114,99.804252
-108.0,109,100.048465
-89.0,90,100.249928
-103.0,104,100.482689
-129.0,130,100.774137
-103.0,104,101.007067
-122.0,123,101.282393
-86.0,87,101.477079
-106.0,107,101.716363
-109.0,110,101.962616
-123.0,124,102.240206
-145.0,146,102.567478
-100.0,101,102.793456
-132.0,133,103.091147
-108.0,109,103.335074
-116.0,117,103.59694
-122.0,123,103.872335
-169.0,170,106.613846
-79.0,80,106.792609
-74.0,75,106.960354
-135.0,136,107.264928
-88.0,89,107.463928
-145.0,146,107.79021
-92.0,93,107.997905
-91.0,92,108.203467
-125.0,126,108.485264
-114.0,115,108.742352
-82.0,83,108.92787
