#{"t_start": 1772222749.4768732, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.153153
7.0,80,0.210867
12.0,140,0.306067
6.0,70,0.348438
7.0,84,0.400866
1.0,16,0.411017
2.0,26,0.427288
1.0,16,0.437413
4.0,48,0.468065
7.0,80,0.518452
17.0,188,0.635279
5.0,58,0.671362
6.0,72,0.715956
10.0,116,0.787303
1.0,16,0.797452
1.0,16,0.807401
10.0,116,0.879437
9.0,104,0.944109
7.0,84,0.997218
5.0,60,1.034425
2.0,26,1.050865
12.0,140,1.138369
12.0,142,1.226967
5.0,58,1.26353
9.0,102,1.327456
2.0,26,1.343838
3.0,38,1.367438
11.0,130,3.667239
5.0,60,3.713844
3.0,38,3.740632
6.0,70,3.783282
4.0,48,3.812711
11.0,126,3.890285
7.0,82,3.941074
4.0,48,3.970819
12.0,138,4.058017
7.0,80,4.108356
6.0,70,4.151755
17.0,188,4.270261
6.0,70,4.314571
9.0,106,4.383716
12.0,140,4.471607
6.0,70,4.515348
3.0,38,4.539468
12.0,140,4.627509
15.0,176,4.740516
6.0,70,4.786323
12.0,140,4.874923
4.0,48,4.904932
17.0,192,7.101442
12.0,142,7.19022
0.0,6,7.194116
3.0,38,7.217716
8.0,90,7.273483
2.0,26,7.289876
1.0,16,7.299939
7.0,80,7.350113
4.0,48,7.380174
5.0,58,7.416521
11.0,130,7.498267
7.0,80,7.548811
1.0,16,7.559131
12.0,140,7.646714
7.0,82,7.698554
1.0,16,7.708799
12.0,136,7.794039
7.0,80,7.844696
5.0,60,7.88171
12.0,140,7.969121
6.0,70,8.012684
14.0,164,8.114447
12.0,138,8.20066
9.0,102,8.264319
