#{"t_start": 1772182935.8962514, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,3.066765
19.0,154,3.204156
5.0,60,3.255975
9.0,106,3.347831
7.0,80,3.416843
9.0,102,3.504667
6.0,74,3.568411
5.0,60,3.620337
11.0,130,3.739362
2.0,26,3.762754
8.0,92,3.842423
9.0,102,3.929996
19.0,154,4.062419
6.0,70,4.123108
11.0,126,4.235638
10.0,116,4.33569
6.0,72,4.39831
19.0,154,4.530533
11.0,126,4.638759
11.0,130,7.033002
9.0,104,7.128742
10.0,118,7.231239
9.0,102,7.319194
11.0,130,7.431285
19.0,154,7.563951
8.0,92,7.643283
6.0,70,7.703851
6.0,72,7.765924
20.0,164,7.907218
3.0,38,7.94001
11.0,130,8.051956
11.0,130,8.164029
8.0,96,8.24679
15.0,118,8.348454
11.0,126,8.457754
12.0,140,8.578742
11.0,130,8.69107
10.0,116,8.79137
20.0,164,10.764212
11.0,130,10.876302
9.0,102,10.964302
11.0,130,11.076443
12.0,140,11.19728
9.0,106,11.288658
0.0,6,11.293919
11.0,130,11.406078
20.0,164,11.547886
9.0,104,11.637656
3.0,38,11.670505
7.0,82,11.742189
20.0,164,11.883745
6.0,70,11.944153
1.0,16,11.95801
20.0,164,12.099334
5.0,62,12.152812
3.0,38,12.185635
8.0,90,12.263265
10.0,116,12.36332
