#{"t_start": 1772207471.5776007, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.878889
19.0,154,1.981907
5.0,60,2.022467
9.0,106,2.094553
7.0,80,2.147867
9.0,102,2.215598
6.0,74,2.265407
5.0,60,2.305331
11.0,130,2.392059
2.0,26,2.40935
8.0,92,2.471951
9.0,102,2.539871
19.0,154,2.642218
6.0,70,2.68963
11.0,126,2.773973
10.0,116,2.852084
6.0,72,2.900911
19.0,154,3.003613
11.0,126,3.097911
11.0,130,4.814309
9.0,104,4.888171
10.0,118,4.970227
9.0,102,5.038359
11.0,130,5.12462
19.0,154,5.228637
8.0,92,5.290116
6.0,70,5.336989
6.0,72,5.385895
20.0,164,5.495604
3.0,38,5.521032
11.0,130,5.608112
11.0,130,5.694545
8.0,96,5.761245
15.0,118,5.84131
11.0,126,5.926303
12.0,140,6.020871
11.0,130,6.108085
10.0,116,6.186873
20.0,164,7.910071
11.0,130,7.997077
9.0,102,8.065243
11.0,130,8.153876
12.0,140,8.2473
9.0,106,8.317694
0.0,6,8.321746
11.0,130,8.4087
20.0,164,8.518859
9.0,104,8.588861
3.0,38,8.614358
7.0,82,8.669836
20.0,164,8.779797
6.0,70,8.827171
1.0,16,8.837834
20.0,164,8.950764
5.0,62,8.992515
3.0,38,9.018053
8.0,90,9.079117
10.0,116,9.157328
