#{"t_start": 1772999863.2724533, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,3.584341
19.0,154,3.731632
5.0,60,3.787474
9.0,106,3.881399
7.0,80,3.953394
9.0,102,4.04356
6.0,74,4.108901
5.0,60,4.161921
11.0,130,4.276683
2.0,26,4.299711
8.0,92,4.382984
9.0,102,4.473225
19.0,154,4.6091
6.0,70,4.670841
11.0,126,4.78229
10.0,116,4.884705
6.0,72,4.948232
19.0,154,5.084233
11.0,126,5.195577
11.0,130,7.250076
9.0,104,7.351971
10.0,118,7.457024
9.0,102,7.548358
11.0,130,7.664262
19.0,154,7.802177
8.0,92,7.884303
6.0,70,7.947499
6.0,72,8.011818
20.0,164,8.158043
3.0,38,8.191959
11.0,130,8.307767
11.0,130,8.423969
8.0,96,8.50964
15.0,118,8.614893
11.0,126,8.7275
12.0,140,8.852831
11.0,130,8.969387
10.0,116,9.073216
20.0,164,11.125969
11.0,130,11.241739
9.0,102,11.333931
11.0,130,11.449945
12.0,140,11.574971
9.0,106,11.66952
0.0,6,11.674941
11.0,130,11.791211
20.0,164,11.937439
9.0,104,12.030245
3.0,38,12.064174
7.0,82,12.137045
20.0,164,12.282888
6.0,70,12.345202
1.0,16,12.359655
20.0,164,12.505591
5.0,62,12.560694
3.0,38,12.594667
8.0,90,12.674931
10.0,116,12.778378
