r,l
140.0,6213
156.0,6489
45.0,3882
35.0,3953
119.0,5342
37.0,2293
62.0,5357
70.0,5246
43.0,3495
43.0,3829
49.0,2553
122.0,5492
34.0,3478
45.0,4088
270.0,5871
87.0,5838
68.0,6208
