#{"t_start": 1772718125.9415953, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.114394
19.0,154,2.230963
5.0,60,2.277742
9.0,106,2.355196
7.0,80,2.418182
9.0,102,2.494672
6.0,74,2.549494
5.0,60,2.593961
11.0,130,2.684965
2.0,26,2.704002
8.0,92,2.771512
9.0,102,2.843871
19.0,154,2.950009
6.0,70,2.998423
11.0,126,3.084839
10.0,116,3.165296
6.0,72,3.215008
19.0,154,3.325038
11.0,126,3.413254
11.0,130,5.203166
9.0,104,5.294068
10.0,118,5.380154
9.0,102,5.451293
11.0,130,5.541601
19.0,154,5.648593
8.0,92,5.712347
6.0,70,5.760914
6.0,72,5.810762
20.0,164,5.924213
3.0,38,5.950715
11.0,130,6.042706
11.0,130,6.133148
8.0,96,6.199726
15.0,118,6.282056
11.0,126,6.369799
12.0,140,6.467273
11.0,130,6.55754
10.0,116,6.63832
20.0,164,8.435037
11.0,130,8.525002
9.0,102,8.595329
11.0,130,8.684837
12.0,140,8.781317
9.0,106,8.854258
0.0,6,8.85846
11.0,130,8.94855
20.0,164,9.061857
9.0,104,9.133778
3.0,38,9.160072
7.0,82,9.217046
20.0,164,9.331853
6.0,70,9.3816
1.0,16,9.392845
20.0,164,9.506706
5.0,62,9.549717
3.0,38,9.576892
8.0,90,9.639452
10.0,116,9.719945
