#{"t_start": 1772182045.4700756, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.207452
7.0,80,0.322938
12.0,140,0.514158
6.0,70,0.609766
7.0,84,0.724537
1.0,16,0.746466
2.0,26,0.782068
1.0,16,0.803978
4.0,48,0.869561
7.0,80,0.978969
17.0,188,1.236277
5.0,58,1.31563
6.0,72,1.41413
10.0,116,1.572886
1.0,16,1.59487
1.0,16,1.616805
10.0,116,1.775374
9.0,104,1.917515
7.0,84,2.032382
5.0,60,2.114479
2.0,26,2.150107
12.0,140,2.341641
12.0,142,2.535786
5.0,58,2.615122
9.0,102,2.754622
2.0,26,2.79024
3.0,38,2.842236
11.0,130,34.813249
5.0,60,34.908917
3.0,38,34.970991
6.0,70,35.066933
4.0,48,35.146013
11.0,126,35.333152
7.0,82,35.445423
4.0,48,35.510846
12.0,138,35.698588
7.0,80,35.811077
6.0,70,35.906782
17.0,188,36.163094
6.0,70,36.258663
9.0,106,36.403436
12.0,140,36.594411
6.0,70,36.68982
3.0,38,36.741673
12.0,140,36.93254
15.0,176,37.172409
6.0,70,37.267912
12.0,140,37.458967
4.0,48,37.524515
17.0,192,71.233808
12.0,142,71.429681
0.0,6,71.438005
3.0,38,71.490219
8.0,90,71.613658
2.0,26,71.649395
1.0,16,71.671402
7.0,80,71.81131
6.0,70,71.916233
4.0,48,71.986394
7.0,80,72.101278
4.0,48,72.170094
1.0,16,72.194266
2.0,26,72.231513
14.0,164,72.456424
17.0,188,72.714305
9.0,102,72.854213
9.0,104,72.996864
11.0,128,73.172398
1.0,16,73.194444
12.0,138,73.38367
8.0,92,73.517065
12.0,138,73.757081
10.0,116,73.932997
