#{"t_start": 1772181012.1319814, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.122055
7.0,80,0.240339
12.0,140,0.422459
6.0,70,0.512687
7.0,84,0.621033
1.0,16,0.641773
2.0,26,0.675378
1.0,16,0.696092
4.0,48,0.758048
7.0,80,0.861222
17.0,188,1.103367
5.0,58,1.178189
6.0,72,1.271034
10.0,116,1.420535
1.0,16,1.44123
1.0,16,1.46192
10.0,116,1.611387
9.0,104,1.74539
7.0,84,1.853654
5.0,60,1.931058
2.0,26,1.964756
12.0,140,2.147218
12.0,142,2.330635
5.0,58,2.405595
9.0,102,2.53726
2.0,26,2.570883
3.0,38,2.619998
11.0,130,6.527359
5.0,60,6.610188
3.0,38,6.658174
6.0,70,6.746399
4.0,48,6.806921
11.0,126,6.970251
5.0,60,7.048468
1.0,16,7.069374
12.0,142,7.254267
12.0,138,7.435516
10.0,116,7.58672
4.0,48,7.649946
15.0,174,7.876728
9.0,104,8.012103
5.0,60,8.092852
15.0,166,8.308922
2.0,26,8.342831
12.0,140,8.527858
9.0,102,8.66083
7.0,82,8.76754
6.0,74,8.863906
8.0,92,8.983695
1.0,16,9.004592
9.0,102,12.536036
3.0,38,12.599497
11.0,128,12.771827
7.0,80,12.872619
6.0,70,12.960977
15.0,166,13.170471
7.0,80,13.271196
10.0,118,13.424659
7.0,80,13.528891
8.0,90,13.64618
2.0,26,13.680769
9.0,102,13.813766
11.0,126,13.978062
5.0,58,14.053794
6.0,70,14.145049
5.0,58,14.220692
6.0,70,14.311874
6.0,70,14.403136
3.0,38,14.452743
3.0,38,14.502319
2.0,26,14.536287
12.0,140,14.720884
4.0,48,14.783701
12.0,140,14.974
11.0,126,15.138472
