#{"t_start": 1772181010.7143211, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.102717
7.0,80,0.199078
12.0,140,0.364942
6.0,70,0.450131
7.0,84,0.552405
1.0,16,0.571984
2.0,26,0.603701
1.0,16,0.623229
4.0,48,0.681749
7.0,80,0.779048
17.0,188,1.007646
5.0,58,1.084046
6.0,72,1.178148
10.0,116,1.319189
1.0,16,1.338732
1.0,16,1.358269
10.0,116,1.49934
9.0,104,1.625803
7.0,84,1.727965
5.0,60,1.800968
2.0,26,1.832591
12.0,140,2.002813
12.0,142,2.175481
5.0,58,2.246094
9.0,102,2.370217
2.0,26,2.401915
3.0,38,2.451102
11.0,130,5.730363
5.0,60,5.815005
3.0,38,5.868609
6.0,70,5.955284
4.0,48,6.013767
11.0,126,6.167287
7.0,82,6.267023
4.0,48,6.325435
12.0,138,6.493326
7.0,80,6.59044
6.0,70,6.675436
17.0,188,6.905305
6.0,70,6.990212
9.0,106,7.118648
12.0,140,7.288327
6.0,70,7.373158
3.0,38,7.419269
12.0,140,7.589071
15.0,176,7.803307
6.0,70,7.888831
12.0,140,8.059462
4.0,48,8.117785
17.0,192,10.928259
12.0,142,11.10073
0.0,6,11.108103
3.0,38,11.154313
8.0,90,11.263699
2.0,26,11.295406
1.0,16,11.314947
7.0,80,11.412407
4.0,48,11.470763
5.0,58,11.541194
11.0,130,11.699024
7.0,80,11.796146
1.0,16,11.815631
12.0,140,11.985663
7.0,82,12.085325
1.0,16,12.104825
12.0,136,12.271694
7.0,80,12.368897
5.0,60,12.441772
12.0,140,12.611765
6.0,70,12.6968
14.0,164,12.895847
12.0,138,13.063318
9.0,102,13.187201
