#{"t_start": 1772190058.0102563, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.765396
19.0,154,1.851602
5.0,60,1.885257
9.0,106,1.944772
7.0,80,1.989579
9.0,102,2.046595
6.0,74,2.088018
5.0,60,2.122095
11.0,130,2.194941
2.0,26,2.209527
8.0,92,2.260951
9.0,102,2.318038
19.0,154,2.404019
6.0,70,2.443227
11.0,126,2.513681
10.0,116,2.578519
6.0,72,2.618773
19.0,154,2.704847
11.0,126,2.775449
11.0,130,4.216149
9.0,104,4.27544
10.0,118,4.341271
9.0,102,4.397681
11.0,130,4.469496
19.0,154,4.555146
8.0,92,4.606097
6.0,70,4.644834
6.0,72,4.684623
20.0,164,4.775222
3.0,38,4.796246
11.0,130,4.868207
11.0,130,4.940035
8.0,96,4.993184
15.0,118,5.058418
11.0,126,5.128007
12.0,140,5.205834
11.0,130,5.278007
10.0,116,5.342871
20.0,164,6.786178
11.0,130,6.858277
9.0,102,6.914807
11.0,130,6.986479
12.0,140,7.063999
9.0,106,7.122487
0.0,6,7.125857
11.0,130,7.197797
20.0,164,7.289897
9.0,104,7.347355
3.0,38,7.368387
7.0,82,7.414076
20.0,164,7.504657
6.0,70,7.543271
1.0,16,7.552144
20.0,164,7.643041
5.0,62,7.677419
3.0,38,7.698497
8.0,90,7.748586
10.0,116,7.812934
