#{"t_start": 1772182316.9327898, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.135355
7.0,80,0.234489
12.0,140,0.39138
6.0,70,0.470368
7.0,84,0.564448
1.0,16,0.582456
2.0,26,0.611626
1.0,16,0.629622
4.0,48,0.683374
7.0,80,0.773019
17.0,188,0.983505
5.0,58,1.04848
6.0,72,1.129061
10.0,116,1.258929
1.0,16,1.276933
1.0,16,1.294919
10.0,116,1.424876
9.0,104,1.541262
7.0,84,1.635402
5.0,60,1.70263
2.0,26,1.7318
12.0,140,1.88859
12.0,142,2.048028
5.0,58,2.113278
9.0,102,2.22777
2.0,26,2.257031
3.0,38,2.299733
11.0,130,5.609074
5.0,60,5.685434
3.0,38,5.728266
6.0,70,5.807158
4.0,48,5.861307
11.0,126,6.003302
7.0,82,6.095729
4.0,48,6.149827
12.0,138,6.305392
7.0,80,6.395534
6.0,70,6.474334
17.0,188,6.686125
6.0,70,6.765041
9.0,106,6.884464
12.0,140,7.045768
6.0,70,7.128161
3.0,38,7.170957
12.0,140,7.328354
15.0,176,7.526398
6.0,70,7.605292
12.0,140,7.762871
4.0,48,7.816968
17.0,192,11.108124
12.0,142,11.268514
0.0,6,11.275379
3.0,38,11.318351
7.0,82,11.41099
2.0,26,11.440411
3.0,38,11.483426
4.0,48,11.537707
11.0,128,11.684302
1.0,16,11.702531
4.0,48,11.756955
7.0,80,11.847628
15.0,178,12.049325
11.0,130,12.196553
5.0,58,12.262259
12.0,142,12.422976
6.0,70,12.502312
12.0,140,12.660922
9.0,106,12.782551
1.0,16,12.800806
5.0,58,12.866562
5.0,60,12.934531
1.0,16,12.952694
2.0,28,12.984466
9.0,106,13.104335
9.0,104,13.221947
1.0,16,13.240056
