#{"t_start": 1772444236.2614408, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.623211
19.0,154,1.723283
5.0,60,1.762549
9.0,106,1.830611
7.0,80,1.882084
9.0,102,1.94757
6.0,74,1.995677
5.0,60,2.034256
11.0,130,2.117862
2.0,26,2.134628
8.0,92,2.19378
9.0,102,2.259453
19.0,154,2.358385
6.0,70,2.403368
11.0,126,2.484284
10.0,116,2.558806
6.0,72,2.605122
19.0,154,2.704428
11.0,126,2.786018
11.0,130,4.707866
9.0,104,4.781795
10.0,118,4.861579
9.0,102,4.927837
11.0,130,5.01263
19.0,154,5.112577
8.0,92,5.172406
6.0,70,5.218203
6.0,72,5.264946
20.0,164,5.371437
3.0,38,5.396268
11.0,130,5.480885
11.0,130,5.565551
8.0,96,5.629125
15.0,118,5.706028
11.0,126,5.788338
12.0,140,5.880001
11.0,130,5.964757
10.0,116,6.040505
20.0,164,7.702034
11.0,130,7.78673
9.0,102,7.853027
11.0,130,7.937804
12.0,140,8.02871
9.0,106,8.097351
0.0,6,8.101318
11.0,130,8.185537
20.0,164,8.291716
9.0,104,8.359173
3.0,38,8.38429
7.0,82,8.437987
20.0,164,8.544529
6.0,70,8.590108
1.0,16,8.600543
20.0,164,8.707169
5.0,62,8.747824
3.0,38,8.772836
8.0,90,8.831892
10.0,116,8.908294
