#{"t_start": 1772787051.5776067, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.144349
7.0,80,0.2514
12.0,140,0.439515
6.0,70,0.54741
7.0,84,0.67676
1.0,16,0.701458
2.0,26,0.739325
1.0,16,0.760517
4.0,48,0.823907
7.0,80,0.929688
17.0,188,1.177957
5.0,58,1.254471
6.0,72,1.349347
10.0,116,1.502126
1.0,16,1.523271
1.0,16,1.544412
10.0,116,1.697254
9.0,104,1.834268
7.0,84,1.944944
5.0,60,2.02403
2.0,26,2.058341
12.0,140,2.242644
12.0,142,2.429623
5.0,58,2.506193
9.0,102,2.640506
2.0,26,2.674874
3.0,38,2.725049
11.0,130,37.918626
5.0,60,37.998308
3.0,38,38.048647
6.0,70,38.141173
4.0,48,38.204766
11.0,126,38.37398
7.0,82,38.482558
4.0,48,38.546203
12.0,138,38.728838
7.0,80,38.834672
6.0,70,38.927295
17.0,188,39.175885
6.0,70,39.26853
9.0,106,39.408792
12.0,140,39.593974
6.0,70,39.686534
3.0,38,39.736826
12.0,140,39.923984
15.0,176,40.15693
6.0,70,40.249578
12.0,140,40.43487
4.0,48,40.498526
17.0,192,71.20926
12.0,142,71.397342
0.0,6,71.405408
3.0,38,71.455821
8.0,90,71.574976
2.0,26,71.609439
1.0,16,71.630721
7.0,80,71.736788
6.0,70,71.831951
4.0,48,71.895651
7.0,80,72.002473
4.0,48,72.066075
1.0,16,72.087345
2.0,26,72.121779
14.0,164,72.339957
17.0,188,72.58902
9.0,102,72.724115
9.0,104,72.861889
11.0,128,73.031364
1.0,16,73.052642
12.0,138,73.235216
8.0,92,73.356989
12.0,138,73.539818
10.0,116,73.693286
